abc_profit,abc_revenue,available_to_ship,avg_daily_sales_official,avg_daily_stock_official,avg_unit_revenue,cogs,current_winner,damaged,gross_profit,historical_only_hit,in_sale,key,marketplace_fee,net_revenue,product_id,profit_margin_pct,reorder_candidate,returns,returns_stock,revenue,sale_price,seller_sku_id,sku,stale_stock,status,stock_cover_days,stock_value_sale,stockout_risk,storage_cost_per_day,title,to_ship,total_stock,turnover_days_official,units_sold
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-BB2384,0.0,0.0,156455,0.0,False,0,2,0.0,245.0,,WONDERS-BB2384,False,Возврат,,0.0,False,0.0,Книга для купания и игр в ванной 'Транспорт' Bondibon,0,0,0.0,0
C,C,1000,1.0,1.0,0.0,0.0,False,0,0.0,False,0,WONDERS-BB1900,0.0,0.0,156489,0.0,False,0,0,0.0,245.0,,WONDERS-BB1900,False,Закончился,0.0,0.0,True,0.0,Книга для купания и игр в ванной 'Что любит?' Bondibon,0,0,1.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ВЫВЕРНУ-КОРИЧН,0.0,0.0,156519,0.0,False,0,0,0.0,390.0,,WONDERS-ВЫВЕРНУ-КОРИЧН,False,Закончился,,0.0,False,0.0,Мягкие животные 2в1 Bondibon Вывернушка 17 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ВЫВЕРНУ-ОРАНЖ,0.0,0.0,156519,0.0,False,0,0,0.0,390.0,,WONDERS-ВЫВЕРНУ-ОРАНЖ,False,Закончился,,0.0,False,0.0,Мягкие животные 2в1 Bondibon Вывернушка 17 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ВЫВЕРНУ-РОЗОВ,0.0,0.0,156519,0.0,False,0,0,0.0,390.0,,WONDERS-ВЫВЕРНУ-РОЗОВ,False,Закончился,,0.0,False,0.0,Мягкие животные 2в1 Bondibon Вывернушка 17 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-BB3961,0.0,0.0,159658,0.0,False,0,0,0.0,510.0,,WONDERS-BB3961,False,Закончился,,0.0,False,0.0,Игры на липучках BONDIBON. Цвета и формы,0,0,0.0,0
C,C,997,0.0,3.0,0.0,0.0,False,0,0.0,False,3,WONDERS-BB2190-ЖЕЛТ,0.0,0.0,159654,0.0,False,0,0,0.0,230.0,,WONDERS-BB2190-ЖЕЛТ,True,В продаже,,690.0,False,0.0,Шнуровка  деревянная Bondibon Baby You,0,3,0.0,0
C,C,998,0.0,2.0,0.0,0.0,False,0,0.0,False,2,WONDERS-BB2190-ЗЕЛЕН,0.0,0.0,159654,0.0,False,0,0,0.0,230.0,,WONDERS-BB2190-ЗЕЛЕН,True,В продаже,,460.0,False,0.0,Шнуровка  деревянная Bondibon Baby You,0,2,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-Ф97794,0.0,0.0,172399,0.0,False,0,0,0.0,393.0,,WONDERS-Ф97794,False,Закончился,,0.0,False,0.0,Настольная семейная игра 'КРЕСТИКИ - НОЛИКИ',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-Ф97797,0.0,0.0,172414,0.0,False,0,0,0.0,450.0,,WONDERS-Ф97797,False,Закончился,,0.0,False,0.0,Настольная семейная игра 'Прыгай мяч',0,0,0.0,0
C,C,994,0.0,6.0,0.0,0.0,False,0,0.0,False,6,WONDERS-Ф97798,0.0,0.0,172429,0.0,False,0,0,0.0,930.69,,WONDERS-Ф97798,True,В продаже,,5584.14,False,0.0,Футбол Боулинг Баскетбол' Настольная семейная игра '3в1',0,6,0.0,0
C,C,1000,2.0,2.0,0.0,0.0,False,0,0.0,False,0,WONDERS-Ф77176,0.0,0.0,172465,0.0,False,0,1,0.0,810.0,,WONDERS-Ф77176,False,Возврат,0.0,0.0,True,0.0,Настольная семейная игра 'Весёлые кольца',0,0,1.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ВВ2420,0.0,0.0,172443,0.0,False,0,1,0.0,850.0,,WONDERS-ВВ2420,False,Возврат,,0.0,False,0.0,Настольная обучающая игра 'Спрячь крота' Bondibon,0,0,0.0,0
C,C,998,0.017,2.117,0.0,0.0,False,0,0.0,False,2,Ф94604,0.0,0.0,172503,0.0,False,0,0,0.0,441.0,Ф94604,WONDERS-Ф94604,False,В продаже,117.6,882.0,False,0.0,Детская активная подвижная игра 'Твистер - Пицца',0,2,127.0,0
C,C,994,0.0,6.0,0.0,0.0,False,0,0.0,False,6,WONDERS-Ф51235,0.0,0.0,172514,0.0,False,0,0,0.0,711.0,,WONDERS-Ф51235,True,В продаже,,4266.0,False,0.0,Настольная семейная игра 'ПАДАЮЩАЯ БАШНЯ',0,6,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-Р97789,0.0,0.0,172542,0.0,False,0,0,0.0,460.0,,WONDERS-Р97789,False,Закончился,,0.0,False,0.0,'Эврика детская' игра настольная,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-Р54772,0.0,0.0,172547,0.0,False,0,0,0.0,220.0,,WONDERS-Р54772,False,Закончился,,0.0,False,0.0,Карточная игра 'Крокодильчик',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-Р26773,0.0,0.0,172558,0.0,False,0,0,0.0,250.0,,WONDERS-Р26773,False,Закончился,,0.0,False,0.0,Цветные столбики,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-РЗ54021,0.0,0.0,172595,0.0,False,0,0,0.0,299.0,,WONDERS-РЗ54021,False,Закончился,,0.0,False,0.0,Набор для песка № 11 (111/1+029+сред.сито+003+004) НОРДПЛАСТ,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-Н40049,0.0,0.0,172620,0.0,False,0,0,0.0,99.0,,WONDERS-Н40049,False,Закончился,,0.0,False,0.0,Набор для песка в сетке 14см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-Р35929-ГОЛУБ,0.0,0.0,172618,0.0,False,0,0,0.0,250.0,,WONDERS-Р35929-ГОЛУБ,False,Закончился,,0.0,False,0.0,Набор для песка №34 (розовый голубой),0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-Р35929-РОЗОВ,0.0,0.0,172618,0.0,False,0,0,0.0,250.0,,WONDERS-Р35929-РОЗОВ,False,Закончился,,0.0,False,0.0,Набор для песка №34 (розовый голубой),0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-НАБЖИВО-ОРАНЖ,0.0,0.0,117502,0.0,False,0,0,0.0,249.0,,WONDERS-НАБЖИВО-ОРАНЖ,False,Закончился,,0.0,False,0.0,Набор животных 12 шт. Bondibon 'Ребятам о зверятах',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-Р36052,0.0,0.0,172653,0.0,False,0,0,0.0,290.0,,WONDERS-Р36052,False,Закончился,,0.0,False,0.0,Набор для песка №47,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-СОВОЧЕК-ЖЕЛТ,0.0,0.0,172659,0.0,False,0,0,0.0,20.0,,WONDERS-СОВОЧЕК-ЖЕЛТ,False,Закончился,,0.0,False,0.0,Совочек НОРДПЛАСТ 15см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-СОВОЧЕК-СИНИЙ,0.0,0.0,172659,0.0,False,0,0,0.0,20.0,,WONDERS-СОВОЧЕК-СИНИЙ,False,Закончился,,0.0,False,0.0,Совочек НОРДПЛАСТ 15см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-Ч29084,0.0,0.0,172676,0.0,False,0,0,0.0,12.0,,WONDERS-Ч29084,False,Закончился,,0.0,False,0.0,Грабельки для игр в песочнице,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ВВ0684,0.0,0.0,172680,0.0,False,0,0,0.0,499.0,,WONDERS-ВВ0684,False,Закончился,,0.0,False,0.0,3в1 Шахматы Нарды Шашки   Удачная партия от Bondibon,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-Ч94249-ГОЛУБ,0.0,0.0,190717,0.0,False,0,0,0.0,150.0,,WONDERS-Ч94249-ГОЛУБ,False,Закончился,,0.0,False,0.0,Набор для песка Disney «Винни и его друзья» Полесье,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-Ч94249-ЗЕЛЕН,0.0,0.0,190717,0.0,False,0,0,0.0,150.0,,WONDERS-Ч94249-ЗЕЛЕН,False,Закончился,,0.0,False,0.0,Набор для песка Disney «Винни и его друзья» Полесье,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-НАБОРДЛ-ЗЕЛЕН,0.0,0.0,190841,0.0,False,0,0,0.0,390.0,,WONDERS-НАБОРДЛ-ЗЕЛЕН,False,В продаже,,0.0,False,0.0,Набор игровой для песка: Ведерко лопатка грабли формочки,0,0,0.0,0
C,C,994,0.0,6.0,0.0,0.0,False,0,0.0,False,6,WONDERS-НАБОРДЛ-РОЗОВ,0.0,0.0,190841,0.0,False,0,0,0.0,390.0,,WONDERS-НАБОРДЛ-РОЗОВ,True,В продаже,,2340.0,False,0.0,Набор игровой для песка: Ведерко лопатка грабли формочки,0,6,0.0,0
C,C,997,0.0,3.0,0.0,0.0,False,0,0.0,False,3,WONDERS-НАБОРДЛ-СИНИЙ,0.0,0.0,190841,0.0,False,0,0,0.0,390.0,,WONDERS-НАБОРДЛ-СИНИЙ,True,В продаже,,1170.0,False,0.0,Набор игровой для песка: Ведерко лопатка грабли формочки,0,3,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-Ч38726-ЖЕЛТ,0.0,0.0,190890,0.0,False,0,0,0.0,11.0,,WONDERS-Ч38726-ЖЕЛТ,False,Закончился,,0.0,False,0.0,Грабельки 17см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-Ч38726-КРАСН,0.0,0.0,190890,0.0,False,0,0,0.0,11.0,,WONDERS-Ч38726-КРАСН,False,Закончился,,0.0,False,0.0,Грабельки 17см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-Ч38726-РОЗОВ,0.0,0.0,190890,0.0,False,0,0,0.0,11.0,,WONDERS-Ч38726-РОЗОВ,False,Закончился,,0.0,False,0.0,Грабельки 17см,0,0,0.0,0
C,C,997,0.0,3.0,0.0,0.0,False,0,0.0,False,3,WONDERS-Р98221-ГОЛУБ,0.0,0.0,190956,0.0,False,0,0,0.0,250.0,,WONDERS-Р98221-ГОЛУБ,True,В продаже,,750.0,False,0.0,Набор для песка 'Башня',0,3,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-Р98221-ОРАНЖ,0.0,0.0,190956,0.0,False,0,0,0.0,250.0,,WONDERS-Р98221-ОРАНЖ,False,В продаже,,0.0,False,0.0,Набор для песка 'Башня',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-BB2383,0.0,0.0,213965,0.0,False,0,0,0.0,199.0,,WONDERS-BB2383,False,Закончился,,0.0,False,0.0,Книга для купания и игр в ванной 'Кто чья мама?'  Bondibon,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-НАБЖИВО-КОРИЧН,0.0,0.0,117502,0.0,False,0,6,0.0,249.0,,WONDERS-НАБЖИВО-КОРИЧН,False,Возврат,,0.0,False,0.0,Набор животных 12 шт. Bondibon 'Ребятам о зверятах',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-BB3691,0.0,0.0,213986,0.0,False,0,5,0.0,599.0,,WONDERS-BB3691,False,Возврат,,0.0,False,0.0,Зубастый крокодил' Настольная игра Bondibon безумный,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-BB3692,0.0,0.0,234052,0.0,False,0,4,0.0,1450.0,,WONDERS-BB3692,False,Возврат,,0.0,False,0.0,Зубастый крокодил. Настольная игра со светом и звуком / Безумный крокодил Bondibon,0,0,0.0,0
C,C,994,0.0,6.0,0.0,0.0,False,0,0.0,False,6,WONDERS-ВВ3688,0.0,0.0,234058,0.0,False,0,2,0.0,1305.0,,WONDERS-ВВ3688,True,В продаже,,7830.0,False,0.0,Зубастый динозавр cо светом и звуком настольная игра BONDIBON,0,6,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ВВ3690,0.0,0.0,234059,0.0,False,0,0,0.0,850.0,,WONDERS-ВВ3690,False,Закончился,,0.0,False,0.0,Зубастая собака со светом и звуком настольная игра BONDIBON,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ВВ2818,0.0,0.0,234068,0.0,False,0,0,0.0,330.0,,WONDERS-ВВ2818,False,Закончился,,0.0,False,0.0,Пазлы детские 'Транспорт' Bondibon серия Baby You,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ВВ2820,0.0,0.0,234079,0.0,False,0,0,0.0,330.0,,WONDERS-ВВ2820,False,Закончился,,0.0,False,0.0,Детские пазлы Bondibon Baby You 'Домашние питомцы',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-СКАЗКА-P89466,0.0,0.0,234369,0.0,False,0,0,0.0,274.0,,WONDERS-СКАЗКА-P89466,False,Закончился,,0.0,False,0.0,Игра бродилка ходилка 'Путешествие по сказке' Красная шапочка Колобок Теремок,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-СКАЗКА-P89467,0.0,0.0,234369,0.0,False,0,0,0.0,274.0,,WONDERS-СКАЗКА-P89467,False,Закончился,,0.0,False,0.0,Игра бродилка ходилка 'Путешествие по сказке' Красная шапочка Колобок Теремок,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-СКАЗКА-P89471,0.0,0.0,234369,0.0,False,0,0,0.0,274.0,,WONDERS-СКАЗКА-P89471,False,Закончился,,0.0,False,0.0,Игра бродилка ходилка 'Путешествие по сказке' Красная шапочка Колобок Теремок,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-СВИСТОК-ЗЕЛЕН,0.0,0.0,13316,0.0,False,0,0,0.0,60.0,,WONDERS-СВИСТОК-ЗЕЛЕН,False,Закончился,,0.0,False,0.0,Деревянный свисток - человечек,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-BB3894,0.0,0.0,257980,0.0,False,0,0,0.0,245.0,,WONDERS-BB3894,False,Закончился,,0.0,False,0.0,Книга для купания и игр в ванной 'Кто моя мама?' Bondibon,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-BB2433,0.0,0.0,258075,0.0,False,0,0,0.0,380.0,,WONDERS-BB2433,False,Закончился,,0.0,False,0.0,Набор игровой Вondibon Играем в воде РЫБАЛКА 6 рыбок,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-BB2683,0.0,0.0,258084,0.0,False,0,0,0.0,290.0,,WONDERS-BB2683,False,Закончился,,0.0,False,0.0,Набор игрушек для купания Bondibon Baby You 'Стаканчики с лейкой-китом',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-BB3897,0.0,0.0,258136,0.0,False,0,0,0.0,245.0,,WONDERS-BB3897,False,Закончился,,0.0,False,0.0,Книга для купания и игр в ванной 'Кто какого цвета?' Обитатели моря 12х12 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-BB3896,0.0,0.0,258149,0.0,False,0,3,0.0,245.0,,WONDERS-BB3896,False,Возврат,,0.0,False,0.0,Книга для купания и игр в ванной 'Дикие животные' Bondibon 12х12 см,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-BB1792,0.0,0.0,265837,0.0,False,0,0,0.0,420.0,,WONDERS-BB1792,False,Закончился,,0.0,False,0.0,Набор для росписи Копилка-подарок Кошечка Bondibon,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-BB0979,0.0,0.0,265871,0.0,False,0,0,0.0,420.0,,WONDERS-BB0979,False,Закончился,,0.0,False,0.0,Набор для творчества 'Копилка-подарок. Коровка',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-BB1942,0.0,0.0,265822,0.0,False,0,0,0.0,420.0,,WONDERS-BB1942,False,Закончился,,0.0,False,0.0,Набор для творчества 'Копилка-подарок' Свинья-Распрекрасница,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ВВ3121,0.0,0.0,304361,0.0,False,0,0,0.0,190.0,,WONDERS-ВВ3121,False,Закончился,,0.0,False,0.0,Набор погремушек Bondibon Baby You 'Бабочка Овечка' 2 шт.,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ВВ3117,0.0,0.0,304383,0.0,False,0,0,0.0,190.0,,WONDERS-ВВ3117,False,Закончился,,0.0,False,0.0,Набор погремушек Bondibon Baby You 'Мороженое Кот' 2 шт.,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ВВ3119,0.0,0.0,304389,0.0,False,0,1,0.0,190.0,,WONDERS-ВВ3119,False,Возврат,,0.0,False,0.0,Набор погремушек Bondibon Baby You 'Птичка ёж' 2 шт.,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ВВ3118,0.0,0.0,304400,0.0,False,0,0,0.0,210.0,,WONDERS-ВВ3118,False,Закончился,,0.0,False,0.0,Погремушка Bondibon Baby You 'Дом Шарики Гриб' 3 шт.,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ВВ2908,0.0,0.0,304606,0.0,False,0,0,0.0,370.0,,WONDERS-ВВ2908,False,Закончился,,0.0,False,0.0,Игрушка погремушка Bondibon Baby You 'Сова' с прорезывателями,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ВВ2637,0.0,0.0,304814,0.0,False,0,0,0.0,345.0,,WONDERS-ВВ2637,False,Закончился,,0.0,False,0.0,Набор игрушек для купания Bondibon Baby You 7 предметов с крокодилом,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ВВ4400,0.0,0.0,304911,0.0,False,0,0,0.0,1050.0,,WONDERS-ВВ4400,False,Закончился,,0.0,False,0.0,Магнитный конструктор Bondibon 'Магнитоформы' 14 деталей,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ВВ4401,0.0,0.0,304939,0.0,False,0,0,0.0,1050.0,,WONDERS-ВВ4401,False,Закончился,,0.0,False,0.0,Магнитный конструктор Bondibon 'Магнитоформы' 14 деталей,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ПЗЛ25,0.0,0.0,309192,0.0,False,0,0,0.0,329.0,,WONDERS-ПЗЛ25,False,Закончился,,0.0,False,0.0,Пазлы детские деревянные Карамелька 'Три кота' развивающая деревянная игрушка,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ПЗЛ28,0.0,0.0,309195,0.0,False,0,0,0.0,299.0,,WONDERS-ПЗЛ28,False,Закончился,,0.0,False,0.0,Пазл Компот 'Три кота'  развивающая деревянная игрушка,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ПЗЛ26,0.0,0.0,309197,0.0,False,0,0,0.0,210.0,,WONDERS-ПЗЛ26,False,Закончился,,0.0,False,0.0,Пазл Коржик 'Три кота' развивающая деревянная игрушка,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ШН46,0.0,0.0,309210,0.0,False,0,2,0.0,175.0,,WONDERS-ШН46,False,Возврат,,0.0,False,0.0,Развивающая деревянная игрушка - шнуровка 'Три кота' Коржик,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ШН37,0.0,0.0,309220,0.0,False,0,7,0.0,175.0,,WONDERS-ШН37,False,Возврат,,0.0,False,0.0,Развивающая деревянная игрушка Шнуровка 'Три кота' Карамелька,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ШН49,0.0,0.0,309224,0.0,False,0,1,0.0,175.0,,WONDERS-ШН49,False,Возврат,,0.0,False,0.0,Шнуровка 'Компот' Три кота развивающая деревянная игрушка,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ПСЧ3001,0.0,0.0,309468,0.0,False,0,1,0.0,599.0,,WONDERS-ПСЧ3001,False,Возврат,,0.0,False,0.0,Пирамидка Alatoys Счёты,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ПСТ03,0.0,0.0,309492,0.0,False,0,2,0.0,350.0,,WONDERS-ПСТ03,False,Возврат,,0.0,False,0.0,Пирамидка Ступеньки 6 деталей развивающая деревянная игрушка от Алатойс,0,0,0.0,0
C,C,999,0.0,1.0,0.0,0.0,False,0,0.0,False,1,WONDERS-ШН55,0.0,0.0,309577,0.0,False,0,1,0.0,135.0,,WONDERS-ШН55,True,В продаже,,135.0,False,0.0,Шнуровка 'Джордж' Свинка Пеппа развивающая деревянная игрушка,0,1,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ШН54,0.0,0.0,309589,0.0,False,0,0,0.0,150.0,,WONDERS-ШН54,False,Закончился,,0.0,False,0.0,Шнуровка 'Свинка Пеппа' развивающая деревянная игрушка,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ШН21,0.0,0.0,309622,0.0,False,0,0,0.0,200.0,,WONDERS-ШН21,False,Закончился,,0.0,False,0.0,Шнуровка 'Яблоко' развивающая деревянная игрушка,0,0,0.0,0
C,C,991,0.0,9.0,0.0,0.0,False,0,0.0,False,9,WONDERS-ШД01,0.0,0.0,309652,0.0,False,0,0,0.0,405.0,,WONDERS-ШД01,True,В продаже,,3645.0,False,0.0,Шнуровка 'Дерево' развивающая деревянная игрушка,0,9,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-КЛШ01,0.0,0.0,309702,0.0,False,0,0,0.0,375.0,,WONDERS-КЛШ01,False,Закончился,,0.0,False,0.0,Каталка Лошадка развивающая деревянная игрушка,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ККТ01,0.0,0.0,309712,0.0,False,0,0,0.0,375.0,,WONDERS-ККТ01,False,Закончился,,0.0,False,0.0,Каталка ' Котик ' развивающая деревянная игрушка,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ККР01,0.0,0.0,309719,0.0,False,0,0,0.0,375.0,,WONDERS-ККР01,False,Закончился,,0.0,False,0.0,Каталка ' Коровка ' развивающая деревянная игрушка,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ККП02,0.0,0.0,309735,0.0,False,0,0,0.0,380.0,,WONDERS-ККП02,False,Закончился,,0.0,False,0.0,Конструктор - каталка Паровозик 7 деталей,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-СОР03,0.0,0.0,309903,0.0,False,0,0,0.0,650.0,,WONDERS-СОР03,False,Закончился,,0.0,False,0.0,Сортер от Alatoys,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-СОР27,0.0,0.0,322236,0.0,False,0,0,0.0,499.0,,WONDERS-СОР27,False,Закончился,,0.0,False,0.0,Сортер Алатойс,0,0,0.0,0
C,C,992,0.0,8.0,0.0,0.0,False,0,0.0,False,8,WONDERS-ДР1001,0.0,0.0,322470,0.0,False,0,0,0.0,320.0,,WONDERS-ДР1001,True,В продаже,,2560.0,False,0.0,Пазл Дроби-круги,0,8,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ПЗЛ1005,0.0,0.0,322535,0.0,False,0,0,0.0,320.0,,WONDERS-ПЗЛ1005,False,Закончился,,0.0,False,0.0,Деревянная игрушка - Пазл 'Фигуры',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ДР1003,0.0,0.0,322639,0.0,False,0,0,0.0,390.0,,WONDERS-ДР1003,False,Закончился,,0.0,False,0.0,Сортер Дроби-фигуры,0,0,0.0,0
C,C,995,0.0,5.0,0.0,0.0,False,0,0.0,False,5,WONDERS-ДР1002,0.0,0.0,322655,0.0,False,0,0,0.0,223.2,,WONDERS-ДР1002,True,В продаже,,1116.0,False,0.0,Сортер деревянный пазл 'Дроби - квадраты'. Развивающая игрушка,0,5,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ПЗЛ1505,0.0,0.0,322823,0.0,False,0,0,0.0,360.0,,WONDERS-ПЗЛ1505,False,Закончился,,0.0,False,0.0,Деревянная игрушка - Пазл ' Фигуры ' от Alatoys,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ББ111,0.0,0.0,322874,0.0,False,0,0,0.0,1450.0,,WONDERS-ББ111,False,Закончился,,0.0,False,0.0,Бизиборд 'Развивайка',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ББ403,0.0,0.0,322881,0.0,False,0,1,0.0,1450.0,,WONDERS-ББ403,False,Возврат,,0.0,False,0.0,Бизиборд 'Сказка про репку',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-КС0501,0.0,0.0,322890,0.0,False,0,0,0.0,550.0,,WONDERS-КС0501,False,Закончился,,0.0,False,0.0,Ксилофон Кот,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ПЗЛ01,0.0,0.0,322908,0.0,False,0,0,0.0,299.0,,WONDERS-ПЗЛ01,False,Закончился,,0.0,False,0.0,Набор деревянных Пазлов 'Животные',0,0,0.0,0
