abc_profit,abc_revenue,available_to_ship,avg_daily_sales_official,avg_daily_stock_official,avg_unit_revenue,cogs,current_winner,damaged,gross_profit,historical_only_hit,in_sale,key,marketplace_fee,net_revenue,product_id,profit_margin_pct,reorder_candidate,returns,returns_stock,revenue,sale_price,seller_sku_id,sku,stale_stock,status,stock_cover_days,stock_value_sale,stockout_risk,storage_cost_per_day,title,to_ship,total_stock,turnover_days_official,units_sold
C,C,1000,0.25,1.875,0.0,0.0,False,0,0.0,False,0,WONDERS-03663-ОРАНЖ,0.0,0.0,2331513,0.0,False,0,0,0.0,299.0,,WONDERS-03663-ОРАНЖ,False,В продаже,0.0,0.0,True,0.0,Кукла-перчатка на руку Домашний кукольный театр Доктор  внучка Машенька,0,0,7.5,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-03663-СЕРЫЙ,0.0,0.0,2331513,0.0,False,0,1,0.0,299.0,,WONDERS-03663-СЕРЫЙ,False,В продаже,,0.0,False,0.0,Кукла-перчатка на руку Домашний кукольный театр Доктор  внучка Машенька,0,0,0.0,0
C,C,993,0.0,7.0,0.0,0.0,False,0,0.0,False,7,wow-чехол-БИРЮЗ,0.0,0.0,2455331,0.0,False,0,2,0.0,310.0,wow-чехол-БИРЮЗ,WONDERS-ЧЕХОЛ-БИРЮЗ,True,В продаже,,2170.0,False,0.0,Защитный чехол на сиденье автомобиля / Защитная накидка на спинку сиденья / Незапинайка,0,7,0.0,0
C,C,994,0.0,6.0,0.0,0.0,False,0,0.0,False,6,wow-чехол-КОНФЕТН,0.0,0.0,2455331,0.0,False,0,0,0.0,310.0,wow-чехол-КОНФЕТН,WONDERS-ЧЕХОЛ-КОНФЕТН,True,В продаже,,1860.0,False,0.0,Защитный чехол на сиденье автомобиля / Защитная накидка на спинку сиденья / Незапинайка,0,6,0.0,0
C,C,1000,1.0,1.0,0.0,0.0,False,0,0.0,False,0,wow-чехол-ЛАЙМ,0.0,0.0,2455331,0.0,False,0,1,0.0,349.0,wow-чехол-ЛАЙМ,WONDERS-ЧЕХОЛ-ЛАЙМ,False,В продаже,0.0,0.0,True,0.0,Защитный чехол на сиденье автомобиля / Защитная накидка на спинку сиденья / Незапинайка,0,0,1.0,0
C,C,1000,1.0,1.0,0.0,0.0,False,0,0.0,False,0,wow-чехол-МОРСК,0.0,0.0,2455331,0.0,False,0,0,0.0,349.0,wow-чехол-МОРСК,WONDERS-ЧЕХОЛ-МОРСК,False,В продаже,0.0,0.0,True,0.0,Защитный чехол на сиденье автомобиля / Защитная накидка на спинку сиденья / Незапинайка,0,0,1.0,0
C,C,1000,1.0,1.0,0.0,0.0,False,0,0.0,False,0,wow-чехол-НГОЛУБ,0.0,0.0,2455331,0.0,False,0,0,0.0,349.0,wow-чехол-НГОЛУБ,WONDERS-ЧЕХОЛ-НГОЛУБ,False,В продаже,0.0,0.0,True,0.0,Защитный чехол на сиденье автомобиля / Защитная накидка на спинку сиденья / Незапинайка,0,0,1.0,0
C,C,997,0.0,3.0,0.0,0.0,False,0,0.0,False,3,АМЕТИС,0.0,0.0,2670927,0.0,False,0,0,0.0,99.0,АМЕТИС,WONDERS-9061057-АМЕТИС,True,В продаже,,297.0,False,0.0,Книга развивающая для детей. Буквенные и математические лабиринты ( ребусы логика),0,3,0.0,0
C,C,999,0.033,2.35,0.0,0.0,False,0,0.0,False,1,ВИШН,0.0,0.0,2670927,0.0,False,0,0,0.0,99.0,ВИШН,WONDERS-9061057-ВИШН,False,В продаже,30.3,99.0,False,0.0,Книга развивающая для детей. Буквенные и математические лабиринты ( ребусы логика),0,1,70.5,0
C,C,985,0.0,15.0,0.0,0.0,False,0,0.0,False,15,WONDERS-УЧУСЬ-ЗЕЛЕН,0.0,0.0,2670921,0.0,False,0,2,0.0,249.0,,WONDERS-УЧУСЬ-ЗЕЛЕН,True,В продаже,,3735.0,False,0.0,Книжка-тренажёр для рисования детская 'Я учусь рисовать' для мальчиков и девочек,0,15,0.0,0
C,C,964,0.0,36.0,0.0,0.0,False,0,0.0,False,36,WONDERS-УЧУСЬ-РОЗОВ,0.0,0.0,2670921,0.0,False,0,0,0.0,249.0,,WONDERS-УЧУСЬ-РОЗОВ,True,В продаже,,8964.0,False,0.0,Книжка-тренажёр для рисования детская 'Я учусь рисовать' для мальчиков и девочек,0,36,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-УЧУСЬ-СИНИЙ,0.0,0.0,2670921,0.0,False,0,0,0.0,249.0,,WONDERS-УЧУСЬ-СИНИЙ,False,В продаже,,0.0,False,0.0,Книжка-тренажёр для рисования детская 'Я учусь рисовать' для мальчиков и девочек,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-4072935-РОЗОВ,0.0,0.0,2671058,0.0,False,0,0,0.0,299.0,,WONDERS-4072935-РОЗОВ,False,В продаже,,0.0,False,0.0,Аппликация стразами для детей. Мозаика Лиса набор для творчества,0,0,0.0,0
C,C,1000,0.333,1.0,0.0,0.0,False,0,0.0,False,0,WONDERS-4072935-РЫЖИЙ,0.0,0.0,2671058,0.0,False,0,0,0.0,299.0,,WONDERS-4072935-РЫЖИЙ,False,В продаже,0.0,0.0,True,0.0,Аппликация стразами для детей. Мозаика Лиса набор для творчества,0,0,3.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-4072935-СЕРЫЙ,0.0,0.0,2671058,0.0,False,0,0,0.0,359.0,,WONDERS-4072935-СЕРЫЙ,False,В продаже,,0.0,False,0.0,Аппликация стразами для детей. Мозаика Лиса набор для творчества,0,0,0.0,0
C,C,998,0.0,2.0,0.0,0.0,False,0,0.0,False,2,WONDERS-4072935-ЧЕРН,0.0,0.0,2671058,0.0,False,0,0,0.0,359.0,,WONDERS-4072935-ЧЕРН,True,В продаже,,718.0,False,0.0,Аппликация стразами для детей. Мозаика Лиса набор для творчества,0,2,0.0,0
C,C,1000,1.0,1.0,0.0,0.0,False,0,0.0,False,0,WONDERS-4569789,0.0,0.0,2673434,0.0,False,0,0,0.0,499.0,,WONDERS-4569789,False,Закончился,0.0,0.0,True,0.0,Абакус. Счёты по методике Ментальная арифметика 15 рядов,0,0,1.0,0
C,C,987,0.08,11.56,0.0,0.0,False,13,0.0,False,0,wow-21х15-бирюзовый,0.0,0.0,2515846,0.0,False,0,1,0.0,549.0,wow-21х15-бирюзовый,WONDERS-21Х15-БИРЮЗ,False,В продаже,0.0,0.0,True,0.0,Картина по номерам детская ракраска. Холсте с подрамником Единорог Пони Холодное сердце,0,0,144.5,0
C,C,996,0.0,4.0,0.0,0.0,False,0,0.0,False,4,WONDERS-2РУКИ-ЗЕЛЕН,0.0,0.0,2670935,0.0,False,0,0,0.0,390.0,,WONDERS-2РУКИ-ЗЕЛЕН,True,В продаже,,1560.0,False,0.0,Нейропсихологический набор пиши-стирай Рисуй двумя руками. Шаг 1 20 карт Маша и Медведь,0,4,0.0,0
C,C,994,0.0,6.0,0.0,0.0,False,0,0.0,False,6,WONDERS-2РУКИ-КОРАЛЛ,0.0,0.0,2670935,0.0,False,0,0,0.0,390.0,,WONDERS-2РУКИ-КОРАЛЛ,True,В продаже,,2340.0,False,0.0,Нейропсихологический набор пиши-стирай Рисуй двумя руками. Шаг 1 20 карт Маша и Медведь,0,6,0.0,0
C,C,984,0.0,16.0,0.0,0.0,False,0,0.0,False,16,wow-чехол-АЛЫЙ,0.0,0.0,2455331,0.0,False,0,0,0.0,314.1,wow-чехол-АЛЫЙ,WONDERS-ЧЕХОЛ-АЛЫЙ,True,В продаже,,5025.6,False,0.0,Защитный чехол на сиденье автомобиля / Защитная накидка на спинку сиденья / Незапинайка,0,16,0.0,0
C,C,1000,1.0,1.0,0.0,0.0,False,0,0.0,False,0,wow-чехол-РЫЖИЙ,0.0,0.0,2455331,0.0,False,0,0,0.0,349.0,wow-чехол-РЫЖИЙ,WONDERS-ЧЕХОЛ-РЫЖИЙ,False,В продаже,0.0,0.0,True,0.0,Защитный чехол на сиденье автомобиля / Защитная накидка на спинку сиденья / Незапинайка,0,0,1.0,0
C,C,1000,1.0,1.0,0.0,0.0,False,0,0.0,False,0,WONDERS-4624523,0.0,0.0,2677928,0.0,False,0,1,0.0,399.0,,WONDERS-4624523,False,Возврат,0.0,0.0,True,0.0,Настольная игра для детей Умножаем на раз-два Учим таблица умножения,0,0,1.0,0
C,C,996,0.0,4.0,0.0,0.0,False,0,0.0,False,4,WONDERS-9244278,0.0,0.0,2677934,0.0,False,0,0,0.0,349.0,,WONDERS-9244278,True,В продаже,,1396.0,False,0.0,Настольная игра для детей. Хватайка-умножайка Учим таблицу умножения,0,4,0.0,0
C,C,981,0.0,19.0,0.0,0.0,False,0,0.0,False,19,WONDERS-РЕБУСЫ,0.0,0.0,2678173,0.0,False,0,0,0.0,269.0,,WONDERS-РЕБУСЫ,True,В продаже,,5111.0,False,0.0,Настольная игра Весёлые ребусы 30 карт 3+,0,19,0.0,0
C,C,996,0.0,4.0,0.0,0.0,False,0,0.0,False,4,wow-чехол-ЖЕЛТ,0.0,0.0,2455331,0.0,False,0,0,0.0,299.0,wow-чехол-ЖЕЛТ,WONDERS-ЧЕХОЛ-ЖЕЛТ,True,В продаже,,1196.0,False,0.0,Защитный чехол на сиденье автомобиля / Защитная накидка на спинку сиденья / Незапинайка,0,4,0.0,0
C,C,997,0.017,3.133,0.0,0.0,False,0,0.0,False,3,wow-чехол-СИНИЙ,0.0,0.0,2455331,0.0,False,0,0,0.0,299.0,wow-чехол-СИНИЙ,WONDERS-ЧЕХОЛ-СИНИЙ,False,В продаже,176.5,897.0,False,0.0,Защитный чехол на сиденье автомобиля / Защитная накидка на спинку сиденья / Незапинайка,0,3,188.0,0
C,C,985,0.0,15.0,0.0,0.0,False,0,0.0,False,15,ВЫРУБКА-БИРЮЗ,0.0,0.0,2680595,0.0,False,0,0,0.0,149.0,ВЫРУБКА-БИРЮЗ,WONDERS-ВЫРУБКА-БИРЮЗ,True,В продаже,,2235.0,False,0.0,Раскраска -книжка детская. Соник Котёнок Тигренок Пони Единорог Чебурашка Щенок,0,15,0.0,0
C,C,992,0.017,8.367,0.0,0.0,False,0,0.0,False,8,ВЫРУБКА-КОРИЧН,0.0,0.0,2680595,0.0,False,0,0,0.0,149.0,ВЫРУБКА-КОРИЧН,WONDERS-ВЫРУБКА-КОРИЧН,False,В продаже,470.6,1192.0,False,0.0,Раскраска -книжка детская. Соник Котёнок Тигренок Пони Единорог Чебурашка Щенок,0,8,502.0,0
C,C,994,0.0,6.0,0.0,0.0,False,0,0.0,False,6,ВЫРУБКА-РЫЖИЙ,0.0,0.0,2680595,0.0,False,0,0,0.0,149.0,ВЫРУБКА-РЫЖИЙ,WONDERS-ВЫРУБКА-РЫЖИЙ,True,В продаже,,894.0,False,0.0,Раскраска -книжка детская. Соник Котёнок Тигренок Пони Единорог Чебурашка Щенок,0,6,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,ВЫРУБКА-СИНИЙ,0.0,0.0,2680595,0.0,False,0,0,0.0,149.0,ВЫРУБКА-СИНИЙ,WONDERS-ВЫРУБКА-СИНИЙ,False,В продаже,,0.0,False,0.0,Раскраска -книжка детская. Соник Котёнок Тигренок Пони Единорог Чебурашка Щенок,0,0,0.0,0
C,C,989,0.0,11.0,0.0,0.0,False,0,0.0,False,11,ВЫРУБКА-ЛАВАНД,0.0,0.0,2680595,0.0,False,0,0,0.0,149.0,ВЫРУБКА-ЛАВАНД,WONDERS-ВЫРУБКА-ЛАВАНД,True,В продаже,,1639.0,False,0.0,Раскраска -книжка детская. Соник Котёнок Тигренок Пони Единорог Чебурашка Щенок,0,11,0.0,0
C,C,976,0.05,25.45,0.0,0.0,False,0,0.0,False,24,WONDERS-ОБВОДИ-ЗЕЛЕН,0.0,0.0,2687332,0.0,False,0,2,0.0,199.0,,WONDERS-ОБВОДИ-ЗЕЛЕН,False,В продаже,480.0,4776.0,False,0.0,Многоразовая книжка с маркером Пиши-стирай. Животные в Море Лесные и домашние животные,0,24,509.0,0
C,C,974,0.0,26.0,0.0,0.0,False,0,0.0,False,26,WONDERS-ОБВОДИ-КОРИЧН,0.0,0.0,2687332,0.0,False,0,0,0.0,199.0,,WONDERS-ОБВОДИ-КОРИЧН,True,В продаже,,5174.0,False,0.0,Многоразовая книжка с маркером Пиши-стирай. Животные в Море Лесные и домашние животные,0,26,0.0,0
C,C,961,0.017,39.233,0.0,0.0,False,0,0.0,False,39,WONDERS-ОБВОДИ-МОРСК,0.0,0.0,2687332,0.0,False,0,2,0.0,199.0,,WONDERS-ОБВОДИ-МОРСК,False,В продаже,2294.1,7761.0,False,0.0,Многоразовая книжка с маркером Пиши-стирай. Животные в Море Лесные и домашние животные,0,39,2354.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-ОБВОДИ-НГОЛУБ,0.0,0.0,2687332,0.0,False,0,0,0.0,199.0,,WONDERS-ОБВОДИ-НГОЛУБ,False,В продаже,,0.0,False,0.0,Многоразовая книжка с маркером Пиши-стирай. Животные в Море Лесные и домашние животные,0,0,0.0,0
C,C,989,0.0,11.0,0.0,0.0,False,0,0.0,False,11,WONDERS-ОБВОДИ-ОРАНЖ,0.0,0.0,2687332,0.0,False,0,0,0.0,199.0,,WONDERS-ОБВОДИ-ОРАНЖ,True,В продаже,,2189.0,False,0.0,Многоразовая книжка с маркером Пиши-стирай. Животные в Море Лесные и домашние животные,0,11,0.0,0
C,C,991,0.0,9.0,0.0,0.0,False,0,0.0,False,9,WONDERS-ОБВОДИ-ЛАЗУР,0.0,0.0,2687332,0.0,False,0,1,0.0,299.0,,WONDERS-ОБВОДИ-ЛАЗУР,True,В продаже,,2691.0,False,0.0,Многоразовая книжка с маркером Пиши-стирай. Животные в Море Лесные и домашние животные,0,9,0.0,0
C,C,983,0.0,17.0,0.0,0.0,False,0,0.0,False,17,WONDERS-ОДЕВАШК-БИРЮЗ,0.0,0.0,2406358,0.0,False,0,0,0.0,359.0,,WONDERS-ОДЕВАШК-БИРЮЗ,True,В продаже,,6103.0,False,0.0,Магнитная кукла с нарядами Алиса 'Одевашки',0,17,0.0,0
C,C,981,0.067,20.0,0.0,0.0,False,0,0.0,False,19,WONDERS-ОДЕВАШК-ВИШН,0.0,0.0,2406358,0.0,False,0,0,0.0,359.0,,WONDERS-ОДЕВАШК-ВИШН,False,В продаже,283.6,6821.0,False,0.0,Магнитная кукла с нарядами Алиса 'Одевашки',0,19,300.0,0
C,C,1000,1.0,1.0,0.0,0.0,False,0,0.0,False,0,WONDERS-9930423-КОРИЧН,0.0,0.0,2691711,0.0,False,0,0,0.0,690.0,,WONDERS-9930423-КОРИЧН,False,Закончился,0.0,0.0,True,0.0,Книжка-шуршалка с погремушкой. Кто как говорит? Животные фермы Зоопарк,0,0,1.0,0
C,C,1000,1.0,1.0,0.0,0.0,False,0,0.0,False,0,WONDERS-9930423-ОРАНЖ,0.0,0.0,2691711,0.0,False,0,0,0.0,690.0,,WONDERS-9930423-ОРАНЖ,False,Закончился,0.0,0.0,True,0.0,Книжка-шуршалка с погремушкой. Кто как говорит? Животные фермы Зоопарк,0,0,1.0,0
C,C,981,0.0,19.0,0.0,0.0,False,0,0.0,False,19,wow-9924875-красн,0.0,0.0,2692084,0.0,False,0,1,0.0,359.0,wow-9924875-красн,WONDERS-9924875-КРАСН,True,В продаже,,6821.0,False,0.0,Книжка-шуршалка 'Мои первые слова' 10х11 см,0,19,0.0,0
C,C,1000,1.0,1.5,0.0,0.0,False,0,0.0,False,0,wow-9924875-черн,0.0,0.0,2692084,0.0,False,0,0,0.0,359.0,wow-9924875-черн,WONDERS-9924875-ЧЕРН,False,В продаже,0.0,0.0,True,0.0,Книжка-шуршалка 'Мои первые слова' 10х11 см,0,0,1.5,0
C,C,1000,1.0,1.0,0.0,0.0,False,0,0.0,False,0,WONDERS-КУКЛА-ГОЛУБ,0.0,0.0,2694873,0.0,False,0,1,0.0,289.0,,WONDERS-КУКЛА-ГОЛУБ,False,В продаже,0.0,0.0,True,0.0,Магнитная игра 'Тёмная история',0,0,1.0,0
C,C,1000,1.0,1.0,0.0,0.0,False,0,0.0,False,0,WONDERS-КУКЛА-РОЗОВ,0.0,0.0,2694873,0.0,False,0,1,0.0,289.0,,WONDERS-КУКЛА-РОЗОВ,False,В продаже,0.0,0.0,True,0.0,Магнитная игра 'Тёмная история',0,0,1.0,0
C,C,993,0.0,7.0,0.0,0.0,False,0,0.0,False,7,WONDERS-КУКЛА-ЧЕРН,0.0,0.0,2694873,0.0,False,0,1,0.0,319.0,,WONDERS-КУКЛА-ЧЕРН,True,В продаже,,2233.0,False,0.0,Магнитная игра 'Тёмная история',0,7,0.0,0
C,C,999,0.017,1.3,0.0,0.0,False,0,0.0,False,1,WONDERS-НЕЙРО-АМЕТИС,0.0,0.0,2694925,0.0,False,0,1,0.0,290.0,,WONDERS-НЕЙРО-АМЕТИС,False,В продаже,58.8,290.0,False,0.0,Нейропсихологический набор. Развивающие карточки для детей,0,1,78.0,0
C,C,1000,1.0,1.0,0.0,0.0,False,0,0.0,False,0,WONDERS-НЕЙРО-БЕЖЕВ,0.0,0.0,2694925,0.0,False,0,0,0.0,169.0,,WONDERS-НЕЙРО-БЕЖЕВ,False,В продаже,0.0,0.0,True,0.0,Нейропсихологический набор. Развивающие карточки для детей,0,0,1.0,0
C,C,997,0.017,3.467,0.0,0.0,False,0,0.0,False,3,WONDERS-НЕЙРО-БИРЮЗ,0.0,0.0,2694925,0.0,False,0,0,0.0,290.0,,WONDERS-НЕЙРО-БИРЮЗ,False,В продаже,176.5,870.0,False,0.0,Нейропсихологический набор. Развивающие карточки для детей,0,3,208.0,0
C,C,998,0.05,2.967,0.0,0.0,False,0,0.0,False,2,WONDERS-НЕЙРО-МАНГО,0.0,0.0,2694925,0.0,False,0,0,0.0,320.0,,WONDERS-НЕЙРО-МАНГО,False,В продаже,40.0,640.0,False,0.0,Нейропсихологический набор. Развивающие карточки для детей,0,2,59.333,0
C,C,990,0.0,10.0,0.0,0.0,False,0,0.0,False,10,WONDERS-НАВЫК21-ГОЛУБ,0.0,0.0,2737040,0.0,False,0,0,0.0,215.0,,WONDERS-НАВЫК21-ГОЛУБ,True,В продаже,,2150.0,False,0.0,Развивающий набор Навыки XXI века. Я учусь придумывать,0,10,0.0,0
C,C,990,0.0,10.0,0.0,0.0,False,0,0.0,False,10,WONDERS-НАВЫК21-ЖЕЛТ,0.0,0.0,2737040,0.0,False,0,0,0.0,215.0,,WONDERS-НАВЫК21-ЖЕЛТ,True,В продаже,,2150.0,False,0.0,Развивающий набор Навыки XXI века. Я учусь придумывать,0,10,0.0,0
C,C,990,0.0,10.0,0.0,0.0,False,0,0.0,False,10,WONDERS-НАВЫК21-ЗЕЛЕН,0.0,0.0,2737040,0.0,False,0,0,0.0,215.0,,WONDERS-НАВЫК21-ЗЕЛЕН,True,В продаже,,2150.0,False,0.0,Развивающий набор Навыки XXI века. Я учусь придумывать,0,10,0.0,0
C,C,990,0.0,10.0,0.0,0.0,False,0,0.0,False,10,WONDERS-НАВЫК21-ЛАЗУР,0.0,0.0,2737040,0.0,False,0,0,0.0,215.0,,WONDERS-НАВЫК21-ЛАЗУР,True,В продаже,,2150.0,False,0.0,Развивающий набор Навыки XXI века. Я учусь придумывать,0,10,0.0,0
C,C,990,0.0,10.0,0.0,0.0,False,0,0.0,False,10,WONDERS-НАВЫК21-СИНИЙ,0.0,0.0,2737040,0.0,False,0,0,0.0,215.0,,WONDERS-НАВЫК21-СИНИЙ,True,В продаже,,2150.0,False,0.0,Развивающий набор Навыки XXI века. Я учусь придумывать,0,10,0.0,0
C,C,986,0.0,14.0,0.0,0.0,False,0,0.0,False,14,ВЫРУБКА-ГОЛУБ,0.0,0.0,2680595,0.0,False,0,0,0.0,149.0,ВЫРУБКА-ГОЛУБ,WONDERS-ВЫРУБКА-ГОЛУБ,True,В продаже,,2086.0,False,0.0,Раскраска -книжка детская. Соник Котёнок Тигренок Пони Единорог Чебурашка Щенок,0,14,0.0,0
C,C,994,0.0,6.0,0.0,0.0,False,0,0.0,False,6,ВЫРУБКА-АМЕТИС,0.0,0.0,2680595,0.0,False,0,0,0.0,149.0,ВЫРУБКА-АМЕТИС,WONDERS-ВЫРУБКА-АМЕТИС,True,В продаже,,894.0,False,0.0,Раскраска -книжка детская. Соник Котёнок Тигренок Пони Единорог Чебурашка Щенок,0,6,0.0,0
C,C,982,0.0,18.0,0.0,0.0,False,0,0.0,False,18,внимание-бирюз,0.0,0.0,2743018,0.0,False,0,0,0.0,125.0,внимание-бирюз,WONDERS-ВНИМАНИ-БИРЮЗ,True,В продаже,,2250.0,False,0.0,Развивающая Книга с наклейками Буквы и слова Внимание Буквы и Счёт,0,18,0.0,0
C,C,1000,3.0,3.0,0.0,0.0,False,0,0.0,False,0,внимание-корал,0.0,0.0,2743018,0.0,False,0,0,0.0,139.0,внимание-корал,WONDERS-ВНИМАНИ-КОРАЛЛ,False,В продаже,0.0,0.0,True,0.0,Развивающая Книга с наклейками Буквы и слова Внимание Буквы и Счёт,0,0,1.0,0
C,C,977,0.0,23.0,0.0,0.0,False,0,0.0,False,23,внимание-лаван,0.0,0.0,2743018,0.0,False,0,0,0.0,125.0,внимание-лаван,WONDERS-ВНИМАНИ-ЛАВАНД,True,В продаже,,2875.0,False,0.0,Развивающая Книга с наклейками Буквы и слова Внимание Буквы и Счёт,0,23,0.0,0
C,C,993,0.0,7.0,0.0,0.0,False,0,0.0,False,7,WONDERS-КАРТИНЫ-СИРЕН-15Х15,0.0,0.0,2449171,0.0,False,0,0,0.0,340.0,,WONDERS-КАРТИНЫ-СИРЕН-15Х15,True,В продаже,,2380.0,False,0.0,Картина по номерам детская Холодное сердце Пони Котики Корги Единорог Космос,0,7,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,wow-опыты12-ОРАНЖ,0.0,0.0,2743846,0.0,False,0,1,0.0,1499.0,wow-опыты12-ОРАНЖ,WONDERS-ОПЫТЫ12-ОРАНЖ,False,В продаже,,0.0,False,0.0,Набор для опытов. Опыты детские. Большой набор,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,wow-опыты12-СИНИЙ,0.0,0.0,2743846,0.0,False,0,2,0.0,1499.0,wow-опыты12-СИНИЙ,WONDERS-ОПЫТЫ12-СИНИЙ,False,В продаже,,0.0,False,0.0,Набор для опытов. Опыты детские. Большой набор,0,0,0.0,0
C,C,997,0.0,3.0,0.0,0.0,False,0,0.0,False,3,БИ,0.0,0.0,2744709,0.0,False,0,0,0.0,149.0,БИ,WONDERS-МОДА-БИРЮЗ,True,В продаже,,447.0,False,0.0,Раскраска для девочек. Моя мода. Стильные тренды. Гламурные питомцы,0,3,0.0,0
C,C,995,0.0,5.0,0.0,0.0,False,0,0.0,False,5,ГОЛ,0.0,0.0,2744709,0.0,False,0,0,0.0,149.0,ГОЛ,WONDERS-МОДА-ГОЛУБ,True,В продаже,,745.0,False,0.0,Раскраска для девочек. Моя мода. Стильные тренды. Гламурные питомцы,0,5,0.0,0
C,C,1000,0.333,1.0,0.0,0.0,False,0,0.0,False,0,ТЕМНРОЗ,0.0,0.0,2744709,0.0,False,0,0,0.0,149.0,ТЕМНРОЗ,WONDERS-МОДА-ТЕМНРОЗ,False,В продаже,0.0,0.0,True,0.0,Раскраска для девочек. Моя мода. Стильные тренды. Гламурные питомцы,0,0,3.0,0
C,C,1000,1.0,1.0,0.0,0.0,False,0,0.0,False,0,WONDERS-КАРТИНЫ-ФУКСИЯ-15Х15,0.0,0.0,2449171,0.0,False,0,1,0.0,359.0,,WONDERS-КАРТИНЫ-ФУКСИЯ-15Х15,False,В продаже,0.0,0.0,True,0.0,Картина по номерам детская Холодное сердце Пони Котики Корги Единорог Космос,0,0,1.0,0
C,C,968,0.0,32.0,0.0,0.0,False,0,0.0,False,32,Аметистовый2,0.0,0.0,2747015,0.0,False,0,0,0.0,199.0,Аметистовый2,WONDERS-МОРДАШ-АМЕТИС,True,В продаже,,6368.0,False,0.0,Наклейки детские развивающие 'Забавные страшилки' 'Милые мордашки' Монстрики,0,32,0.0,0
C,C,986,0.0,14.0,0.0,0.0,False,0,0.0,False,14,Желтый2,0.0,0.0,2747015,0.0,False,0,0,0.0,199.0,Желтый2,WONDERS-МОРДАШ-ЖЕЛТ,True,В продаже,,2786.0,False,0.0,Наклейки детские развивающие 'Забавные страшилки' 'Милые мордашки' Монстрики,0,14,0.0,0
C,C,993,0.0,7.0,0.0,0.0,False,0,0.0,False,7,Зеленый2,0.0,0.0,2747015,0.0,False,0,0,0.0,199.0,Зеленый2,WONDERS-МОРДАШ-ЗЕЛЕН,True,В продаже,,1393.0,False,0.0,Наклейки детские развивающие 'Забавные страшилки' 'Милые мордашки' Монстрики,0,7,0.0,0
C,C,967,0.0,33.0,0.0,0.0,False,0,0.0,False,33,Розовый2,0.0,0.0,2747015,0.0,False,0,0,0.0,199.0,Розовый2,WONDERS-МОРДАШ-РОЗОВ,True,В продаже,,6567.0,False,0.0,Наклейки детские развивающие 'Забавные страшилки' 'Милые мордашки' Монстрики,0,33,0.0,0
C,C,1000,0.0,0.0,0.0,0.0,False,0,0.0,True,0,WONDERS-UMO-АЛЫЙ,0.0,0.0,2748091,0.0,False,0,0,0.0,349.0,,WONDERS-UMO-АЛЫЙ,False,В продаже,,0.0,False,0.0,Уно / UNO/ Настольная игра на реакцию и внимание UMO momento 70 карт 8+,0,0,0.0,0
C,C,991,0.0,9.0,0.0,0.0,False,0,0.0,False,9,WONDERS-UMO-ВИШН,0.0,0.0,2748091,0.0,False,0,0,0.0,279.0,,WONDERS-UMO-ВИШН,True,В продаже,,2511.0,False,0.0,Уно / UNO/ Настольная игра на реакцию и внимание UMO momento 70 карт 8+,0,9,0.0,0
C,C,997,0.0,3.0,0.0,0.0,False,0,0.0,False,3,WONDERS-UMO-ЧЕРН,0.0,0.0,2748091,0.0,False,0,0,0.0,299.0,,WONDERS-UMO-ЧЕРН,True,В продаже,,897.0,False,0.0,Уно / UNO/ Настольная игра на реакцию и внимание UMO momento 70 карт 8+,0,3,0.0,0
C,C,976,0.05,25.25,0.0,0.0,False,0,0.0,False,24,WONDERS-4231988-БИРЮЗ,0.0,0.0,2539424,0.0,False,0,1,0.0,441.0,,WONDERS-4231988-БИРЮЗ,False,В продаже,480.0,10584.0,False,0.0,Книжка - шуршалка по методике Г. ДоманаЧёрно-белые картинки для малышей  Животные,0,24,505.0,0
C,C,986,0.0,14.0,0.0,0.0,False,0,0.0,False,14,WONDERS-РАСКР-КОРИЧН,0.0,0.0,2760126,0.0,False,0,0,0.0,249.0,,WONDERS-РАСКР-КОРИЧН,True,В продаже,,3486.0,False,0.0,Раскраска многоразовая Пиши-стирай. Животные на ферме Пони Транспорт. Маркеры в комплекте,0,14,0.0,0
C,C,993,0.0,7.0,0.0,0.0,False,0,0.0,False,7,WONDERS-РАСКР-РОЗОВ,0.0,0.0,2760126,0.0,False,0,1,0.0,249.0,,WONDERS-РАСКР-РОЗОВ,True,В продаже,,1743.0,False,0.0,Раскраска многоразовая Пиши-стирай. Животные на ферме Пони Транспорт. Маркеры в комплекте,0,7,0.0,0
C,C,989,0.0,11.0,0.0,0.0,False,0,0.0,False,11,WONDERS-РАСКР-СИНИЙ,0.0,0.0,2760126,0.0,False,0,1,0.0,249.0,,WONDERS-РАСКР-СИНИЙ,True,В продаже,,2739.0,False,0.0,Раскраска многоразовая Пиши-стирай. Животные на ферме Пони Транспорт. Маркеры в комплекте,0,11,0.0,0
