group,title,sku,seller_sku_id,product_id,sale_price,total_stock,units_sold_window,priority_score,fill_cogs,fill_source,fill_comment
Конструкторы,Конструктор Динозавр. Робот-трансформер 'Вольтрон' 6 видов,WONDERS-ДИНОБОТ-КРАСН,,2334559,379.0,0,0,67.75,,,
Конструкторы,Конструктор Динозавр. Робот-трансформер 'Вольтрон' 6 видов,WONDERS-ДИНОБОТ-ОРАНЖ,,2334559,329.0,0,0,67.75,,,
Конструкторы,Конструктор-трансформер 'Паровоз' 3 варианта сборки 305 деталей,WONDERS-9196324,,2336414,1099.0,0,0,67.75,,,
Конструкторы,Конструктор робот «Полицейский транспорт» 6 видов,WONDERS-7045863-ЛЕДЯН,,2336930,399.0,0,0,67.75,,,
Конструкторы,Конструктор детский для девочек ' На воздушном шаре' ' Пляжный отдых',WONDERS-РОЗМЕЧТ-НГОЛУБ,,2398639,590.0,0,0,67.75,,,
Товары для малышей,Пазлы детские мягкие для малышей Транспорт Животные,WONDERS-7345331-ЖЕЛТ,,2378971,320.0,20,0,66.75,,,
Товары для малышей,Набор развивающих игр для малышей 'Учись играя!' 7 в 1,WONDERS-04415,,2297240,1590.0,4,0,66.75,,,
Товары для малышей,Пазлы детские мягкие для малышей Транспорт Животные,WONDERS-7345331-СИНИЙ,,2378971,320.0,19,0,66.75,,,
Товары для малышей,Пазлы детские мягкие для малышей Транспорт Животные,WONDERS-7345331-ЗЕЛЕН,,2378971,320.0,17,0,66.75,,,
Товары для малышей,Развивающая игра для малышей на липучках 'Юный кулинар',WONDERS-03753,,1624194,536.4,10,0,66.75,,,
Товары для малышей,Пазлы для малышей 'Собери свою зверюшку. Животные леса Африки',WONDERS-04689-ОРАНЖ,ОРАНЖ,2209310,529.0,9,0,66.75,,,
Товары для малышей,Прорезыватель / грызунок для малышей в виде животных,WONDERS-04130-АЛЫЙ,,1603250,239.0,17,0,66.75,,,
Товары для малышей,Прорезыватель / грызунок для малышей в виде животных,WONDERS-04130-ЛИМОН,,1603250,289.0,13,0,66.75,,,
Товары для малышей,Пазлы для малышей 'Собери свою зверюшку. Животные леса Африки',WONDERS-04689-ЗЕЛЕН,ЗЕЛ,2209310,529.0,7,0,66.75,,,
Товары для малышей,Прорезыватель / грызунок для малышей в виде животных,WONDERS-04130-ПУРПУР,,1603250,239.0,15,0,66.75,,,
Товары для малышей,Пазлы детские мягкие для малышей Транспорт Животные,WONDERS-7345331-КОРИЧН,,2378971,320.0,11,0,66.75,,,
Товары для малышей,Прорезыватель / грызунок для малышей в виде животных,WONDERS-04130-АМЕТИС,,1603250,239.0,14,0,66.75,,,
Товары для малышей,Прорезыватель / грызунок для малышей в виде животных,WONDERS-04130-КРАСН,,1603250,239.0,10,0,66.75,,,
Товары для малышей,Эмоции развивающая игра для малышей пластик на липучках,WONDERS-03818-ЗЕЛЕН,,1266595,699.0,3,0,66.75,,,
Товары для малышей,Пазлы MAXI Baby Toys 'Собирай цвета' для малышей,WONDERS-04780-ЗЕЛЕН,,2208171,449.1,3,0,66.75,,,
Товары для малышей,Развивающая игра для малышей на липучках : Кто где живет? Изучаем цвета,WONDERS-02866-ИНДИГО,,1813929,749.0,1,0,66.75,,,
