abc_profit,abc_revenue,available_to_ship,avg_daily_sales_official,avg_daily_stock_official,avg_unit_revenue,barcode,cogs,current_winner,damaged,gross_profit,historical_only_hit,in_sale,inventory_row_id,key,marketplace_fee,net_revenue,product_id,profit_margin_pct,reorder_candidate,returns,returns_stock,revenue,sale_price,seller_sku_id,sku,stale_stock,status,stock_cover_days,stock_value_sale,stockout_risk,storage_cost_per_day,title,to_ship,total_stock,turnover_days_official,units_sold
C,C,997,0.0,3.0,0.0,1000069947666,0.0,False,0,0.0,False,3,6994766,WONDERS-7045863-ИНДИГО,0.0,0.0,2336930,0.0,False,0,0,0.0,449.0,,WONDERS-7045863-ИНДИГО,True,В продаже,,1347.0,False,0.0,Конструктор робот «Полицейский транспорт» 6 видов,0,3,0.0,0
C,C,998,0.017,2.2,0.0,1000069947673,0.0,False,0,0.0,False,2,6994767,WONDERS-7045863-ЛАЗУР,0.0,0.0,2336930,0.0,False,0,0,0.0,399.0,,WONDERS-7045863-ЛАЗУР,False,В продаже,117.6,798.0,False,0.0,Конструктор робот «Полицейский транспорт» 6 видов,0,2,132.0,0
C,C,1000,1.0,1.0,0.0,1000069947680,0.0,False,0,0.0,False,0,6994768,WONDERS-7045863-ЛЕДЯН,0.0,0.0,2336930,0.0,False,0,0,0.0,399.0,,WONDERS-7045863-ЛЕДЯН,False,В продаже,0.0,0.0,True,0.0,Конструктор робот «Полицейский транспорт» 6 видов,0,0,1.0,0
C,C,996,0.0,4.0,0.0,1000069947697,0.0,False,0,0.0,False,4,6994769,WONDERS-7045863-МОРСК,0.0,0.0,2336930,0.0,False,0,0,0.0,449.0,,WONDERS-7045863-МОРСК,True,В продаже,,1796.0,False,0.0,Конструктор робот «Полицейский транспорт» 6 видов,0,4,0.0,0
C,C,1000,0.0,0.0,0.0,4606088042787,0.0,False,0,0.0,True,0,7000674,WONDERS-04264-ГОЛУБ,0.0,0.0,2338726,0.0,False,0,0,0.0,199.0,,WONDERS-04264-ГОЛУБ,False,В продаже,,0.0,False,0.0,Новогодняя игра-ходилка 'Зимние приключения с фантами',0,0,0.0,0
C,C,988,0.0,12.0,0.0,4606088042640,0.0,False,0,0.0,False,12,7000675,WONDERS-04264-ИНДИГО,0.0,0.0,2338726,0.0,False,0,3,0.0,199.0,,WONDERS-04264-ИНДИГО,True,В продаже,,2388.0,False,0.0,Новогодняя игра-ходилка 'Зимние приключения с фантами',0,12,0.0,0
C,C,990,0.017,10.317,0.0,1000070023496,0.0,False,0,0.0,False,10,7002349,WONDERS-03542-АМЕТИС,0.0,0.0,956409,0.0,False,0,1,0.0,210.0,,WONDERS-03542-АМЕТИС,False,В продаже,588.2,2100.0,False,0.0,Кубики детские 'Собери картинку' 4 кубика. Дикие и Домашние животные Транспорт,0,10,619.0,0
C,C,992,0.0,8.0,0.0,1000070163260,0.0,False,0,0.0,False,8,7016326,WONDERS-КУКПЕРЧ-ВНУЧКА,0.0,0.0,939089,0.0,False,0,0,0.0,299.0,,WONDERS-КУКПЕРЧ-ВНУЧКА,True,В продаже,,2392.0,False,0.0,Кукла-перчатка. Кукольный театр. Лиса Мышка Медведь Кот Заяц Лягушка,0,8,0.0,0
C,C,1000,0.0,0.0,0.0,4607070497691,0.0,False,0,0.0,True,0,7033123,WONDERS-ЗАЙКА-ГОЛУБ,0.0,0.0,2348487,0.0,False,0,0,0.0,1299.0,,WONDERS-ЗАЙКА-ГОЛУБ,False,Закончился,,0.0,False,0.0,Игрушка мягкая Зайка Мия с длинными ушками в подарок девочке Мякиши 30 см,0,0,0.0,0
C,C,992,0.0,8.0,0.0,6900073219368,0.0,False,0,0.0,False,8,7152256,WONDERS-7338672-КРАСН,0.0,0.0,2334872,0.0,False,0,1,0.0,329.0,,WONDERS-7338672-КРАСН,True,В продаже,,2632.0,False,0.0,Настольная игра Дуббль / Дубль Добль для детей. Холодное сердце Микки Маус Гравитифолз,0,8,0.0,0
C,C,989,0.0,11.0,0.0,6900045410731,0.0,False,0,0.0,False,11,7152257,WONDERS-7338672-РОЗОВ,0.0,0.0,2334872,0.0,False,0,3,0.0,249.0,,WONDERS-7338672-РОЗОВ,True,В продаже,,2739.0,False,0.0,Настольная игра Дуббль / Дубль Добль для детей. Холодное сердце Микки Маус Гравитифолз,0,11,0.0,0
C,C,1000,1.0,1.0,0.0,4606088052588,0.0,False,0,0.0,False,0,7152287,WONDERS-04890-БЕЖЕВ,0.0,0.0,2213304,0.0,False,0,4,0.0,249.0,,WONDERS-04890-БЕЖЕВ,False,В продаже,0.0,0.0,True,0.0,Детский набор для вышивки крестиком Единорог Корги Лиса Коала,0,0,1.0,0
C,C,1000,1.0,1.0,0.0,4606088052564,0.0,False,0,0.0,False,0,7152288,WONDERS-04890-КОНФЕТН,0.0,0.0,2213304,0.0,False,0,0,0.0,249.0,,WONDERS-04890-КОНФЕТН,False,В продаже,0.0,0.0,True,0.0,Детский набор для вышивки крестиком Единорог Корги Лиса Коала,0,0,1.0,0
C,C,1000,0.0,0.0,0.0,4606088052571,0.0,False,0,0.0,True,0,7152289,WONDERS-04890-КОРИЧН,0.0,0.0,2213304,0.0,False,0,4,0.0,249.0,,WONDERS-04890-КОРИЧН,False,В продаже,,0.0,False,0.0,Детский набор для вышивки крестиком Единорог Корги Лиса Коала,0,0,0.0,0
C,C,1000,3.0,3.0,0.0,4606088052557,0.0,False,0,0.0,False,0,7152290,WONDERS-04890-ОРАНЖ,0.0,0.0,2213304,0.0,False,0,1,0.0,249.0,,WONDERS-04890-ОРАНЖ,False,В продаже,0.0,0.0,True,0.0,Детский набор для вышивки крестиком Единорог Корги Лиса Коала,0,0,1.0,0
C,C,1000,0.2,1.0,0.0,4606088052595,0.0,False,0,0.0,False,0,7152291,WONDERS-04890-РЫЖИЙ,0.0,0.0,2213304,0.0,False,0,2,0.0,249.0,,WONDERS-04890-РЫЖИЙ,False,В продаже,0.0,0.0,True,0.0,Детский набор для вышивки крестиком Единорог Корги Лиса Коала,0,0,5.0,0
C,C,1000,1.0,1.0,0.0,4606088052618,0.0,False,0,0.0,False,0,7152321,WONDERS-04890-БЕЛЫЙ,0.0,0.0,2213304,0.0,False,0,2,0.0,249.0,,WONDERS-04890-БЕЛЫЙ,False,В продаже,0.0,0.0,True,0.0,Детский набор для вышивки крестиком Единорог Корги Лиса Коала,0,0,1.0,0
C,C,991,0.0,9.0,0.0,1000071523490,0.0,False,0,0.0,False,9,7152349,WONDERS-03542-КРАСН,0.0,0.0,956409,0.0,False,0,0,0.0,210.0,,WONDERS-03542-КРАСН,True,В продаже,,1890.0,False,0.0,Кубики детские 'Собери картинку' 4 кубика. Дикие и Домашние животные Транспорт,0,9,0.0,0
C,C,1000,0.667,1.333,0.0,4606088013480,0.0,False,0,0.0,False,0,7155661,WONDERS-01357-ЧЕРН,0.0,0.0,1280787,0.0,False,0,0,0.0,1190.0,,WONDERS-01357-ЧЕРН,False,В продаже,0.0,0.0,True,0.0,Словодел Большой Компакт. Настольная развивающая игра для детей и взрослых. Собери слово,0,0,2.0,0
C,C,997,0.0,3.0,0.0,4606088021942,0.0,False,0,0.0,False,3,7157953,WONDERS-02073-БЕЛЫЙ,0.0,0.0,1832626,0.0,False,0,0,0.0,419.0,,WONDERS-02073-БЕЛЫЙ,True,В продаже,,1257.0,False,0.0,Мозаика детская шестигранная пластмассовая Сова Машина 85 100 и 120 элементов,0,3,0.0,0
C,C,1000,0.0,0.0,0.0,4606088014890,0.0,False,0,0.0,True,0,7158021,WONDERS-05040-ГОЛУБ,0.0,0.0,2376205,0.0,False,0,1,0.0,199.0,,WONDERS-05040-ГОЛУБ,False,В продаже,,0.0,False,0.0,Оригами для самых маленьких Домашние зверята,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4606088050393,0.0,False,0,0.0,True,0,7158022,WONDERS-05040-ФИОЛЕТ,0.0,0.0,2376205,0.0,False,0,0,0.0,199.0,,WONDERS-05040-ФИОЛЕТ,False,В продаже,,0.0,False,0.0,Оригами для самых маленьких Домашние зверята,0,0,0.0,0
C,C,983,0.0,17.0,0.0,4606088050409,0.0,False,0,0.0,False,17,7158023,WONDERS-05040-ЧЕРН,0.0,0.0,2376205,0.0,False,0,0,0.0,199.0,,WONDERS-05040-ЧЕРН,True,В продаже,,3383.0,False,0.0,Оригами для самых маленьких Домашние зверята,0,17,0.0,0
C,C,990,0.05,11.017,0.0,6900075169517,0.0,False,0,0.0,False,10,7165395,WONDERS-6912788-АЛЫЙ,0.0,0.0,2377508,0.0,False,0,1,0.0,512.1,,WONDERS-6912788-АЛЫЙ,False,В продаже,200.0,5121.0,False,0.0,Конструктор кубики Синий трактор: Алфавит 9 шт,0,10,220.333,0
C,C,994,0.0,6.0,0.0,2900069127886,0.0,False,0,0.0,False,6,7165396,WONDERS-6912788-СИНИЙ,0.0,0.0,2377508,0.0,False,0,1,0.0,390.0,,WONDERS-6912788-СИНИЙ,True,В продаже,,2340.0,False,0.0,Конструктор кубики Синий трактор: Алфавит 9 шт,0,6,0.0,0
C,C,991,0.017,9.367,0.0,2900041314020,0.0,False,0,0.0,False,9,7165416,КУБ,0.0,0.0,2377502,0.0,False,0,2,0.0,390.0,КУБ,WONDERS-4131402-КУБ,False,В продаже,529.4,3510.0,False,0.0,Набор цветных развивающих кубиков Смешарики. Конструктор детский 20 штук,0,9,562.0,0
C,C,983,0.0,17.0,0.0,2900041314044,0.0,False,0,0.0,False,17,7165417,КОНСТР,0.0,0.0,2377502,0.0,False,0,0,0.0,449.0,КОНСТР,WONDERS-4131402-КОНСТР,True,В продаже,,7633.0,False,0.0,Набор цветных развивающих кубиков Смешарики. Конструктор детский 20 штук,0,17,0.0,0
C,C,1000,1.0,1.0,0.0,6900095701230,0.0,False,0,0.0,False,0,7165435,WONDERS-СИНТРАК-ЗЕЛЕН,0.0,0.0,2378213,0.0,False,0,0,0.0,159.0,,WONDERS-СИНТРАК-ЗЕЛЕН,False,В продаже,0.0,0.0,True,0.0,Пазл детский 'Синий трактор' транспорт животные на ферме 35 элементов,0,0,1.0,0
C,C,993,0.0,7.0,0.0,6900076736343,0.0,False,0,0.0,False,7,7165436,WONDERS-СИНТРАК-КОРИЧН,0.0,0.0,2378213,0.0,False,0,1,0.0,159.0,,WONDERS-СИНТРАК-КОРИЧН,True,В продаже,,1113.0,False,0.0,Пазл детский 'Синий трактор' транспорт животные на ферме 35 элементов,0,7,0.0,0
C,C,989,0.0,11.0,0.0,6900076736336,0.0,False,0,0.0,False,11,7165437,WONDERS-СИНТРАК-ОРАНЖ,0.0,0.0,2378213,0.0,False,0,0,0.0,159.0,,WONDERS-СИНТРАК-ОРАНЖ,True,В продаже,,1749.0,False,0.0,Пазл детский 'Синий трактор' транспорт животные на ферме 35 элементов,0,11,0.0,0
C,C,998,0.0,2.0,0.0,6900076736329,0.0,False,0,0.0,False,2,7165438,WONDERS-СИНТРАК-СИНИЙ,0.0,0.0,2378213,0.0,False,0,0,0.0,159.0,,WONDERS-СИНТРАК-СИНИЙ,True,В продаже,,318.0,False,0.0,Пазл детский 'Синий трактор' транспорт животные на ферме 35 элементов,0,2,0.0,0
C,C,993,0.0,7.0,0.0,2900077611438,0.0,False,0,0.0,False,7,7168159,Ал,0.0,0.0,2334521,0.0,False,0,0,0.0,690.0,Ал,WONDERS-7761138-АЛЫЙ,True,В продаже,,4830.0,False,0.0,Конструктор Динозавр со звуковыми эффектами Серия Дино мир,0,7,0.0,0
C,C,997,0.0,3.0,0.0,6900077611328,0.0,False,0,0.0,False,3,7168317,Коричневый,0.0,0.0,2334521,0.0,False,0,0,0.0,690.0,Коричневый,WONDERS-7761138-КОРИЧН,True,В продаже,,2070.0,False,0.0,Конструктор Динозавр со звуковыми эффектами Серия Дино мир,0,3,0.0,0
C,C,989,0.0,11.0,0.0,2900073453315,0.0,False,0,0.0,False,11,7168498,WONDERS-7345331-КОРИЧН,0.0,0.0,2378971,0.0,False,0,1,0.0,320.0,,WONDERS-7345331-КОРИЧН,True,В продаже,,3520.0,False,0.0,Пазлы детские мягкие для малышей Транспорт Животные,0,11,0.0,0
C,C,981,0.0,19.0,0.0,2900073453322,0.0,False,0,0.0,False,19,7168499,WONDERS-7345331-СИНИЙ,0.0,0.0,2378971,0.0,False,0,0,0.0,320.0,,WONDERS-7345331-СИНИЙ,True,В продаже,,6080.0,False,0.0,Пазлы детские мягкие для малышей Транспорт Животные,0,19,0.0,0
C,C,997,0.0,3.0,0.0,6900077611359,0.0,False,0,0.0,False,3,7170688,Зелен,0.0,0.0,2334521,0.0,False,0,0,0.0,999.0,Зелен,WONDERS-7761138-ЗЕЛЕН,True,В продаже,,2997.0,False,0.0,Конструктор Динозавр со звуковыми эффектами Серия Дино мир,0,3,0.0,0
C,C,1000,0.0,0.0,0.0,4606088050829,0.0,False,0,0.0,True,0,7172085,WONDERS-05081-ЖЕЛТ,0.0,0.0,2379766,0.0,False,0,1,0.0,269.0,,WONDERS-05081-ЖЕЛТ,False,Возврат,,0.0,False,0.0,Веселая настольная игра Объяснялка Объясни жестами,0,0,0.0,0
C,C,1000,1.0,1.0,0.0,4606088050812,0.0,False,0,0.0,False,0,7172086,WONDERS-05081-КРАСН,0.0,0.0,2379766,0.0,False,0,4,0.0,269.0,,WONDERS-05081-КРАСН,False,Возврат,0.0,0.0,True,0.0,Веселая настольная игра Объяснялка Объясни жестами,0,0,1.0,0
C,C,1000,0.0,0.0,0.0,4606088050850,0.0,False,0,0.0,True,0,7172087,WONDERS-05081-СИНИЙ,0.0,0.0,2379766,0.0,False,0,2,0.0,269.0,,WONDERS-05081-СИНИЙ,False,Возврат,,0.0,False,0.0,Веселая настольная игра Объяснялка Объясни жестами,0,0,0.0,0
C,C,982,0.0,18.0,0.0,4606088048673,0.0,False,0,0.0,False,18,7172349,WONDERS-04867,0.0,0.0,2379849,0.0,False,0,0,0.0,449.0,,WONDERS-04867,True,В продаже,,8082.0,False,0.0,Развивающая игра для большой компании Танцуют все!,0,18,0.0,0
C,C,980,0.0,20.0,0.0,2900073453421,0.0,False,0,0.0,False,20,7172610,WONDERS-7345331-ЖЕЛТ,0.0,0.0,2378971,0.0,False,0,1,0.0,320.0,,WONDERS-7345331-ЖЕЛТ,True,В продаже,,6400.0,False,0.0,Пазлы детские мягкие для малышей Транспорт Животные,0,20,0.0,0
C,C,983,0.0,17.0,0.0,2900073453438,0.0,False,0,0.0,False,17,7172611,WONDERS-7345331-ЗЕЛЕН,0.0,0.0,2378971,0.0,False,0,0,0.0,320.0,,WONDERS-7345331-ЗЕЛЕН,True,В продаже,,5440.0,False,0.0,Пазлы детские мягкие для малышей Транспорт Животные,0,17,0.0,0
C,C,999,0.0,1.0,0.0,4606088051178,0.0,False,0,0.0,False,1,7173183,WONDERS-05120-ЛАВАНД,0.0,0.0,2303775,0.0,False,0,0,0.0,499.0,,WONDERS-05120-ЛАВАНД,True,В продаже,,499.0,False,0.0,Раскопки для детей Юный археолог (17 артефактов),0,1,0.0,0
C,C,1000,0.0,0.0,0.0,1000071754368,0.0,False,0,0.0,True,0,7175436,WONDERS-СИНИЙ24-ЖЕЛТ,0.0,0.0,2380711,0.0,False,0,0,0.0,139.0,,WONDERS-СИНИЙ24-ЖЕЛТ,False,В продаже,,0.0,False,0.0,Пазл детский Синий трактор Транспорт животные дикие домашние на ферме 24 элемента,0,0,0.0,0
C,C,975,0.017,25.167,0.0,1000071754375,0.0,False,0,0.0,False,25,7175437,WONDERS-СИНИЙ24-ЗЕЛЕН,0.0,0.0,2380711,0.0,False,0,2,0.0,139.0,,WONDERS-СИНИЙ24-ЗЕЛЕН,False,В продаже,1470.6,3475.0,False,0.0,Пазл детский Синий трактор Транспорт животные дикие домашние на ферме 24 элемента,0,25,1510.0,0
C,C,986,0.017,14.633,0.0,1000071754382,0.0,False,0,0.0,False,14,7175438,WONDERS-СИНИЙ24-СИНИЙ,0.0,0.0,2380711,0.0,False,0,0,0.0,139.0,,WONDERS-СИНИЙ24-СИНИЙ,False,В продаже,823.5,1946.0,False,0.0,Пазл детский Синий трактор Транспорт животные дикие домашние на ферме 24 элемента,0,14,878.0,0
C,C,987,0.033,13.633,0.0,1000071754399,0.0,False,0,0.0,False,13,7175439,WONDERS-СИНИЙ24-ТЕМНСИН,0.0,0.0,2380711,0.0,False,0,0,0.0,139.0,,WONDERS-СИНИЙ24-ТЕМНСИН,False,В продаже,393.9,1807.0,False,0.0,Пазл детский Синий трактор Транспорт животные дикие домашние на ферме 24 элемента,0,13,409.0,0
C,C,984,0.0,16.0,0.0,6900094243557,0.0,False,0,0.0,False,16,7178686,WONDERS-PIXI-ГОЛУБ,0.0,0.0,2381835,0.0,False,0,0,0.0,369.0,,WONDERS-PIXI-ГОЛУБ,True,В продаже,,5904.0,False,0.0,Конструктор для девочек Единорог Pixi,0,16,0.0,0
C,C,991,0.0,9.0,0.0,6900094243564,0.0,False,0,0.0,False,9,7178688,WONDERS-PIXI-ИНДИГО,0.0,0.0,2381835,0.0,False,0,0,0.0,369.0,,WONDERS-PIXI-ИНДИГО,True,В продаже,,3321.0,False,0.0,Конструктор для девочек Единорог Pixi,0,9,0.0,0
C,C,991,0.0,9.0,0.0,6900094243540,0.0,False,0,0.0,False,9,7178689,WONDERS-PIXI-РОЗОВ,0.0,0.0,2381835,0.0,False,0,0,0.0,369.0,,WONDERS-PIXI-РОЗОВ,True,В продаже,,3321.0,False,0.0,Конструктор для девочек Единорог Pixi,0,9,0.0,0
C,C,983,0.0,17.0,0.0,2900077548413,0.0,False,0,0.0,False,17,7186703,WONDERS-7754841,0.0,0.0,2384019,0.0,False,0,1,0.0,549.0,,WONDERS-7754841,True,В продаже,,9333.0,False,0.0,Настольная игра Мемо Ребусы Эмоции Танцы. Набор 6 в 1,0,17,0.0,0
C,C,999,0.0,1.0,0.0,9785001925866,0.0,False,0,0.0,False,1,7187868,Алый1,0.0,0.0,2384404,0.0,False,0,2,0.0,349.0,Алый1,WONDERS-НАКЛЕЙК-АЛЫЙ,True,В продаже,,349.0,False,0.0,Аппликация наклейками. Книга Рисуй наклейками картина по номерам. Единорог Динозавр,0,1,0.0,0
C,C,981,0.0,19.0,0.0,9785001925859,0.0,False,0,0.0,False,19,7187869,Бежевый1,0.0,0.0,2384404,0.0,False,0,0,0.0,349.0,Бежевый1,WONDERS-НАКЛЕЙК-БЕЖЕВ,True,В продаже,,6631.0,False,0.0,Аппликация наклейками. Книга Рисуй наклейками картина по номерам. Единорог Динозавр,0,19,0.0,0
C,C,998,0.0,2.0,0.0,6900077611182,0.0,False,0,0.0,False,2,7221212,ЗЕЛ5,0.0,0.0,2394570,0.0,False,0,0,0.0,990.0,ЗЕЛ5,WONDERS-7761117-ЗЕЛЕН,True,В продаже,,1980.0,False,0.0,Конструктор Динозавры 'Трицератопс и бронтозавр' звуковые эффекты,0,2,0.0,0
C,C,991,0.0,9.0,0.0,2900074726852,0.0,False,0,0.0,False,9,7221610,WONDERS-7472685-СИНИЙ,0.0,0.0,2394719,0.0,False,0,1,0.0,349.0,,WONDERS-7472685-СИНИЙ,True,В продаже,,3141.0,False,0.0,Конструктор Синий трактор,0,9,0.0,0
C,C,989,0.0,11.0,0.0,6900042089855,0.0,False,0,0.0,False,11,7221747,WONDERS-7896261-БЕЖЕВ,0.0,0.0,2394763,0.0,False,0,0,0.0,590.0,,WONDERS-7896261-БЕЖЕВ,True,В продаже,,6490.0,False,0.0,Кубики мягкие для малышей Синий трактор: Зверята кубики 4 шт 8 см,0,11,0.0,0
C,C,992,0.0,8.0,0.0,6900078962610,0.0,False,0,0.0,False,8,7221748,WONDERS-7896261-СИНИЙ,0.0,0.0,2394763,0.0,False,0,0,0.0,590.0,,WONDERS-7896261-СИНИЙ,True,В продаже,,4720.0,False,0.0,Кубики мягкие для малышей Синий трактор: Зверята кубики 4 шт 8 см,0,8,0.0,0
C,C,993,0.0,7.0,0.0,2900069581473,0.0,False,0,0.0,False,7,7234446,WONDERS-РОЗМЕЧТ-БИРЮЗ,0.0,0.0,2398639,0.0,False,0,0,0.0,490.0,,WONDERS-РОЗМЕЧТ-БИРЮЗ,True,В продаже,,3430.0,False,0.0,Конструктор детский для девочек ' На воздушном шаре' ' Пляжный отдых',0,7,0.0,0
C,C,1000,0.0,0.0,0.0,2900069581466,0.0,False,0,0.0,True,0,7234447,WONDERS-РОЗМЕЧТ-НГОЛУБ,0.0,0.0,2398639,0.0,False,0,0,0.0,590.0,,WONDERS-РОЗМЕЧТ-НГОЛУБ,False,В продаже,,0.0,False,0.0,Конструктор детский для девочек ' На воздушном шаре' ' Пляжный отдых',0,0,0.0,0
C,C,971,0.0,29.0,0.0,4606088053141,0.0,False,0,0.0,False,29,7261748,WONDERS-ОДЕВАШК-РОЗОВ,0.0,0.0,2406358,0.0,False,0,0,0.0,399.0,,WONDERS-ОДЕВАШК-РОЗОВ,True,В продаже,,11571.0,False,0.0,Магнитная кукла с нарядами Алиса 'Одевашки',0,29,0.0,0
C,C,978,0.05,23.3,0.0,4606088053134,0.0,False,0,0.0,False,22,7261749,WONDERS-ОДЕВАШК-СИРЕН,0.0,0.0,2406358,0.0,False,0,0,0.0,369.0,,WONDERS-ОДЕВАШК-СИРЕН,False,В продаже,440.0,8118.0,False,0.0,Магнитная кукла с нарядами Алиса 'Одевашки',0,22,466.0,0
C,C,1000,0.0,0.0,0.0,4606088050843,0.0,False,0,0.0,True,0,7271176,WONDERS-05081-ФИОЛЕТ,0.0,0.0,2379766,0.0,False,0,2,0.0,269.0,,WONDERS-05081-ФИОЛЕТ,False,Возврат,,0.0,False,0.0,Веселая настольная игра Объяснялка Объясни жестами,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4607070499336,0.0,False,0,0.0,True,0,7272558,WONDERS-МЯКИШИ-БЕЖЕВ,0.0,0.0,2409130,0.0,False,0,1,0.0,680.0,,WONDERS-МЯКИШИ-БЕЖЕВ,False,Возврат,,0.0,False,0.0,Мягкая игрушка Плюшевый мишка Шарлотта Фенек Миранда Зайчик Мякиши,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4607070499343,0.0,False,0,0.0,True,0,7272559,WONDERS-МЯКИШИ-РЫЖИЙ,0.0,0.0,2409130,0.0,False,0,0,0.0,680.0,,WONDERS-МЯКИШИ-РЫЖИЙ,False,Закончился,,0.0,False,0.0,Мягкая игрушка Плюшевый мишка Шарлотта Фенек Миранда Зайчик Мякиши,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000072726418,0.0,False,0,0.0,True,0,7272641,WONDERS-692285-КОРИЧН,0.0,0.0,2409477,0.0,False,0,0,0.0,499.0,,WONDERS-692285-КОРИЧН,False,В продаже,,0.0,False,0.0,Мягкие кубики для малышей Собери картинку. Алфавит. Мякиши,0,0,0.0,0
C,C,999,0.0,1.0,0.0,4607070499404,0.0,False,0,0.0,False,1,7272642,WONDERS-692285-КРАСН,0.0,0.0,2409477,0.0,False,0,0,0.0,890.0,,WONDERS-692285-КРАСН,True,В продаже,,890.0,False,0.0,Мягкие кубики для малышей Собери картинку. Алфавит. Мякиши,0,1,0.0,0
C,C,979,0.067,22.967,0.0,6900073387623,0.0,False,0,0.0,False,21,7273599,wow-7338764-АЛЫЙ,0.0,0.0,2409774,0.0,False,0,3,0.0,329.0,wow-7338764-АЛЫЙ,WONDERS-7338764-АЛЫЙ,False,В продаже,313.4,6909.0,False,0.0,Химические опыты. Эксперименты. Неньютоновская жидкость Фараоновая змея. Фиксики,0,21,344.5,0
C,C,1000,1.0,1.0,0.0,6900073387647,0.0,False,0,0.0,False,0,7273600,wow-7338764-ИНДИГО,0.0,0.0,2409774,0.0,False,0,6,0.0,329.0,wow-7338764-ИНДИГО,WONDERS-7338764-ИНДИГО,False,В продаже,0.0,0.0,True,0.0,Химические опыты. Эксперименты. Неньютоновская жидкость Фараоновая змея. Фиксики,0,0,1.0,0
C,C,996,0.05,4.7,0.0,6900073387548,0.0,False,0,0.0,False,4,7273892,wow-7338764-ЖЕЛТ,0.0,0.0,2409774,0.0,False,0,11,0.0,270.0,wow-7338764-ЖЕЛТ,WONDERS-7338764-ЖЕЛТ,False,В продаже,80.0,1080.0,False,0.0,Химические опыты. Эксперименты. Неньютоновская жидкость Фараоновая змея. Фиксики,0,4,94.0,0
C,C,994,0.0,6.0,0.0,6900073387562,0.0,False,0,0.0,False,6,7273914,wow-7338764-ЧЕРН,0.0,0.0,2409774,0.0,False,0,5,0.0,329.0,wow-7338764-ЧЕРН,WONDERS-7338764-ЧЕРН,True,В продаже,,1974.0,False,0.0,Химические опыты. Эксперименты. Неньютоновская жидкость Фараоновая змея. Фиксики,0,6,0.0,0
C,C,993,0.0,7.0,0.0,2900079984004,0.0,False,0,0.0,False,7,7280262,WONDERS-7998400-ГОЛУБ,0.0,0.0,2411605,0.0,False,0,0,0.0,269.0,,WONDERS-7998400-ГОЛУБ,True,В продаже,,1883.0,False,0.0,Настольная детская игра Найди отличия Холодное сердце Синий трактор,0,7,0.0,0
C,C,993,0.0,7.0,0.0,2900079984028,0.0,False,0,0.0,False,7,7280263,WONDERS-7998400-СИНИЙ,0.0,0.0,2411605,0.0,False,0,0,0.0,269.0,,WONDERS-7998400-СИНИЙ,True,В продаже,,1883.0,False,0.0,Настольная детская игра Найди отличия Холодное сердце Синий трактор,0,7,0.0,0
C,C,1000,0.0,0.0,0.0,1000073061020,0.0,False,0,0.0,True,0,7306102,wow-7338764-ВИШН,0.0,0.0,2409774,0.0,False,0,0,0.0,339.0,wow-7338764-ВИШН,WONDERS-7338764-ВИШН,False,В продаже,,0.0,False,0.0,Химические опыты. Эксперименты. Неньютоновская жидкость Фараоновая змея. Фиксики,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,2900099006342,0.0,False,0,0.0,True,0,7318017,WONDERS-9900635-РОЗОВ,0.0,0.0,2426474,0.0,False,0,0,0.0,790.0,,WONDERS-9900635-РОЗОВ,False,Закончился,,0.0,False,0.0,Аквамозаика Мрачные истории,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000073180189,0.0,False,0,0.0,True,0,7318018,WONDERS-9900635-ЧЕРН,0.0,0.0,2426474,0.0,False,0,0,0.0,849.0,,WONDERS-9900635-ЧЕРН,False,Закончился,,0.0,False,0.0,Аквамозаика Мрачные истории,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,2900092574060,0.0,False,0,0.0,True,0,7319480,СУМОЧКА-Аметистовый,0.0,0.0,2427107,0.0,False,0,1,0.0,590.0,СУМОЧКА-Аметистовый,WONDERS-СУМОЧКА-АМЕТИС,False,В продаже,,0.0,False,0.0,Сумка детская для девочки плюшевая с ручкой Единорог Котёнок,0,0,0.0,0
C,C,999,0.0,1.0,0.0,4606088041384,0.0,False,0,0.0,False,1,7356307,WONDERS-03663-ЗЕЛЕН,0.0,0.0,2331513,0.0,False,0,0,0.0,1499.0,,WONDERS-03663-ЗЕЛЕН,True,В продаже,,1499.0,False,0.0,Кукла-перчатка на руку Домашний кукольный театр Доктор  внучка Машенька,0,1,0.0,0
C,C,1000,0.0,0.0,0.0,1000073572205,0.0,False,0,0.0,True,0,7357220,WONDERS-МЯЧ-АЛЫЙ-2,0.0,0.0,2201234,0.0,False,0,1,0.0,249.0,,WONDERS-МЯЧ-АЛЫЙ-2,False,Заблокирован,,0.0,False,0.0,Мяч детский прыгун мягкий Мячик Смайлик спорт в комплекте,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000073572229,0.0,False,0,0.0,True,0,7357222,WONDERS-МЯЧ-ИНДИГО-2,0.0,0.0,2201234,0.0,False,0,0,0.0,249.0,,WONDERS-МЯЧ-ИНДИГО-2,False,Заблокирован,,0.0,False,0.0,Мяч детский прыгун мягкий Мячик Смайлик спорт в комплекте,0,0,0.0,0
