abc_profit,abc_revenue,available_to_ship,avg_daily_sales_official,avg_daily_stock_official,avg_unit_revenue,barcode,cogs,current_winner,damaged,gross_profit,historical_only_hit,in_sale,inventory_row_id,key,marketplace_fee,net_revenue,product_id,profit_margin_pct,reorder_candidate,returns,returns_stock,revenue,sale_price,seller_sku_id,sku,stale_stock,status,stock_cover_days,stock_value_sale,stockout_risk,storage_cost_per_day,title,to_ship,total_stock,turnover_days_official,units_sold
C,C,993,0.0,7.0,0.0,4670006852901,0.0,False,0,0.0,False,7,1317805,WONDERS-ПЗЛ1006,0.0,0.0,487998,0.0,False,0,0,0.0,290.0,,WONDERS-ПЗЛ1006,True,В продаже,,2030.0,False,0.0,Сортер деревяный Пазл Автомобили. Развивающая игрушка,0,7,0.0,0
C,C,1000,0.0,0.0,0.0,4670006854783,0.0,False,0,0.0,True,0,1318012,WONDERS-ШБ14,0.0,0.0,488061,0.0,False,0,0,0.0,110.0,,WONDERS-ШБ14,False,Закончился,,0.0,False,0.0,Шнуровка Паровоз,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4670006853571,0.0,False,0,0.0,True,0,1324197,WONDERS-ББ212,0.0,0.0,490701,0.0,False,0,0,0.0,1350.0,,WONDERS-ББ212,False,Закончился,,0.0,False,0.0,Бизиборд 'Лукоморье',0,0,0.0,0
C,C,999,0.0,1.0,0.0,1000013242403,0.0,False,0,0.0,False,1,1324240,WONDERS-ББ502,0.0,0.0,490720,0.0,False,0,0,0.0,1517.08,,WONDERS-ББ502,True,В продаже,,1517.08,False,0.0,Бизиборд Алатойс 'Учим цифры',0,1,0.0,0
C,C,1000,0.0,0.0,0.0,1000013243554,0.0,False,0,0.0,True,0,1324355,WONDERS-ПЧ3001,0.0,0.0,490766,0.0,False,0,0,0.0,890.0,,WONDERS-ПЧ3001,False,Закончился,,0.0,False,0.0,Бизиборд 'Календарь' 250 х 250 х 16 мм,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4670006854776,0.0,False,0,0.0,True,0,1332567,WONDERS-ШБ13,0.0,0.0,494154,0.0,False,0,1,0.0,110.0,,WONDERS-ШБ13,False,Возврат,,0.0,False,0.0,Деревянная игрушка- Шнуровка Бабочка,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4670006856589,0.0,False,0,0.0,True,0,1332647,WONDERS-СОР32,0.0,0.0,494186,0.0,False,0,0,0.0,480.0,,WONDERS-СОР32,False,Закончился,,0.0,False,0.0,Деревянная игрушка - Сортер,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4670006850785,0.0,False,0,0.0,True,0,1332800,WONDERS-К2410,0.0,0.0,494235,0.0,False,0,0,0.0,1345.0,,WONDERS-К2410,False,Закончился,,0.0,False,0.0,Конструктор Городок 40 деталей наполовину окрашенный с деревянным ящиком в комплекте,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4670006850778,0.0,False,0,0.0,True,0,1332868,WONDERS-К2110,0.0,0.0,494267,0.0,False,0,0,0.0,990.0,,WONDERS-К2110,False,Закончился,,0.0,False,0.0,Конструктор Городок 27 деталей наполовину окрашенный,0,0,0.0,0
C,C,998,0.0,2.0,0.0,4670006853793,0.0,False,0,0.0,False,2,1333318,WONDERS-ЧС03,0.0,0.0,494348,0.0,False,0,0,0.0,667.5,,WONDERS-ЧС03,True,В продаже,,1335.0,False,0.0,Бизиборд 'Календарь' от Алатойс,0,2,0.0,0
C,C,1000,0.0,0.0,0.0,1000013635113,0.0,False,0,0.0,True,0,1363511,WONDERS-ВВ1742,0.0,0.0,506842,0.0,False,0,0,0.0,210.0,,WONDERS-ВВ1742,False,Закончился,,0.0,False,0.0,Книга для купания и игр в ванной Курочка Ряба 15х15 см,0,0,0.0,0
C,C,997,0.0,3.0,0.0,4895136025890,0.0,False,0,0.0,False,3,1363580,WONDERS-ВВ2682,0.0,0.0,506870,0.0,False,0,1,0.0,499.0,,WONDERS-ВВ2682,True,В продаже,,1497.0,False,0.0,Игровой набор для купания и игр в ванной 'Стаканчики' Bondibon,0,3,0.0,0
C,C,1000,0.0,0.0,0.0,4895136022974,0.0,False,0,0.0,True,0,1364075,WONDERS-ВВ2432,0.0,0.0,507101,0.0,False,0,0,0.0,319.0,,WONDERS-ВВ2432,False,Закончился,,0.0,False,0.0,Набор игрушек для купания 'Играем в воде' рыбалка. Сачок и три рыбки,0,0,0.0,0
C,C,993,0.0,7.0,0.0,1000013641381,0.0,False,0,0.0,False,7,1364138,WONDERS-Р96382,0.0,0.0,507123,0.0,False,0,1,0.0,454.09,,WONDERS-Р96382,True,В продаже,,3178.63,False,0.0,Пазл-сортер для малышей 'Кто где живет' развивающая деревянная игрушка,0,7,0.0,0
C,C,1000,0.0,0.0,0.0,1000013690266,0.0,False,0,0.0,True,0,1369026,WONDERS-И59220-ЖЕЛТ,0.0,0.0,509533,0.0,False,0,0,0.0,350.0,,WONDERS-И59220-ЖЕЛТ,False,Закончился,,0.0,False,0.0,Круг надувной Animal с разъемными концами 3-6лет,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000013690273,0.0,False,0,0.0,True,0,1369027,WONDERS-И59220-РОЗОВ,0.0,0.0,509533,0.0,False,0,0,0.0,350.0,,WONDERS-И59220-РОЗОВ,False,Закончился,,0.0,False,0.0,Круг надувной Animal с разъемными концами 3-6лет,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000013690280,0.0,False,0,0.0,True,0,1369028,WONDERS-И59220-ЧЕРН,0.0,0.0,509533,0.0,False,0,1,0.0,345.0,,WONDERS-И59220-ЧЕРН,False,Возврат,,0.0,False,0.0,Круг надувной Animal с разъемными концами 3-6лет,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4602010102437,0.0,False,0,0.0,True,0,1369279,WONDERS-ИИ59230-БЕЛЫЙ,0.0,0.0,509659,0.0,False,0,0,0.0,190.0,,WONDERS-ИИ59230-БЕЛЫЙ,False,Закончился,,0.0,False,0.0,Круг надувной для плавания 51 см 3-6лет INTEX,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000013692802,0.0,False,0,0.0,True,0,1369280,WONDERS-ИИ59230-ЖЕЛТ,0.0,0.0,509659,0.0,False,0,0,0.0,190.0,,WONDERS-ИИ59230-ЖЕЛТ,False,Закончился,,0.0,False,0.0,Круг надувной для плавания 51 см 3-6лет INTEX,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000013692819,0.0,False,0,0.0,True,0,1369281,WONDERS-ИИ59230-СИНИЙ,0.0,0.0,509659,0.0,False,0,2,0.0,190.0,,WONDERS-ИИ59230-СИНИЙ,False,Возврат,,0.0,False,0.0,Круг надувной для плавания 51 см 3-6лет INTEX,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000013693045,0.0,False,0,0.0,True,0,1369304,WONDERS-И58652,0.0,0.0,507076,0.0,False,0,1,0.0,190.0,,WONDERS-И58652,False,Возврат,,0.0,False,0.0,Нарукавники Тропические приятели  INTEX 3-6 лет,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4602010602869,0.0,False,0,0.0,True,0,1370170,WONDERS-ВВ2995,0.0,0.0,510143,0.0,False,0,0,0.0,180.0,,WONDERS-ВВ2995,False,Закончился,,0.0,False,0.0,Мыльные пузыри 'Волшебные пузырьки',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4602010594751,0.0,False,0,0.0,True,0,1375202,WONDERS-Н90141,0.0,0.0,512278,0.0,False,0,0,0.0,99.0,,WONDERS-Н90141,False,Закончился,,0.0,False,0.0,Радужные мыльные пузыри,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4602010543537,0.0,False,0,0.0,True,0,1375719,WONDERS-Д1566-РОЗОВ,0.0,0.0,512391,0.0,False,0,1,0.0,280.0,,WONDERS-Д1566-РОЗОВ,False,Возврат,,0.0,False,0.0,Набор для создания аксессуаров из бусин пластик,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4602010543520,0.0,False,0,0.0,True,0,1375720,WONDERS-Д1566-ФУКСИЯ,0.0,0.0,512391,0.0,False,0,0,0.0,280.0,,WONDERS-Д1566-ФУКСИЯ,False,Закончился,,0.0,False,0.0,Набор для создания аксессуаров из бусин пластик,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000013998966,0.0,False,0,0.0,True,0,1399896,WONDERS-И58221-БЕЛЫЙ,0.0,0.0,522626,0.0,False,0,2,0.0,390.0,,WONDERS-И58221-БЕЛЫЙ,False,Возврат,,0.0,False,0.0,Надувной круг для плавания Big Animal 72*66см 3-6 лет,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000013998973,0.0,False,0,0.0,True,0,1399897,WONDERS-И58221-ЗЕЛЕН,0.0,0.0,522626,0.0,False,0,0,0.0,390.0,,WONDERS-И58221-ЗЕЛЕН,False,Закончился,,0.0,False,0.0,Надувной круг для плавания Big Animal 72*66см 3-6 лет,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000013998980,0.0,False,0,0.0,True,0,1399898,WONDERS-И58221-РОЗОВ,0.0,0.0,522626,0.0,False,0,1,0.0,390.0,,WONDERS-И58221-РОЗОВ,False,Возврат,,0.0,False,0.0,Надувной круг для плавания Big Animal 72*66см 3-6 лет,0,0,0.0,0
C,C,998,0.0,2.0,0.0,4895136018687,0.0,False,0,0.0,False,2,1428323,WONDERS-ВВ1715-ГОЛУБ,0.0,0.0,534876,0.0,False,0,1,0.0,99.0,,WONDERS-ВВ1715-ГОЛУБ,True,В продаже,,198.0,False,0.0,Раскраски-антистресс Bondibon в наборе 21 х 30 см А4,0,2,0.0,0
C,C,991,0.0,9.0,0.0,4895136015990,0.0,False,0,0.0,False,9,1428324,WONDERS-ВВ1715-ЗЕЛЕН,0.0,0.0,534876,0.0,False,0,4,0.0,162.0,,WONDERS-ВВ1715-ЗЕЛЕН,True,В продаже,,1458.0,False,0.0,Раскраски-антистресс Bondibon в наборе 21 х 30 см А4,0,9,0.0,0
C,C,991,0.017,9.433,0.0,4895136016027,0.0,False,0,0.0,False,9,1428325,WONDERS-ВВ1715-СЕРЕБРН,0.0,0.0,534876,0.0,False,0,1,0.0,162.0,,WONDERS-ВВ1715-СЕРЕБРН,False,В продаже,529.4,1458.0,False,0.0,Раскраски-антистресс Bondibon в наборе 21 х 30 см А4,0,9,566.0,0
C,C,968,0.0,32.0,0.0,4895136016034,0.0,False,0,0.0,False,32,1428326,WONDERS-ВВ1715-СИНИЙ,0.0,0.0,534876,0.0,False,0,1,0.0,162.0,,WONDERS-ВВ1715-СИНИЙ,True,В продаже,,5184.0,False,0.0,Раскраски-антистресс Bondibon в наборе 21 х 30 см А4,0,32,0.0,0
C,C,1000,0.0,0.0,0.0,1000014284099,0.0,False,0,0.0,True,0,1428409,WONDERS-ВВ3329,0.0,0.0,534941,0.0,False,0,2,0.0,499.0,,WONDERS-ВВ3329,False,Возврат,,0.0,False,0.0,Художник светом / Рисуй светом Набор для рисования в темноте с трафаретами 25х18 см,0,0,0.0,0
C,C,984,0.0,16.0,0.0,4670006855698,0.0,False,0,0.0,False,16,1428637,ЯБЛОЧКО,0.0,0.0,535086,0.0,False,0,0,0.0,445.9,ЯБЛОЧКО,WONDERS-ЧС12,True,В продаже,,7134.4,False,0.0,Сортер - Часики. Обучающие часы. Развивающая деревянная игрушка 2 в 1,0,16,0.0,0
C,C,1000,0.0,0.0,0.0,4606088007083,0.0,False,0,0.0,True,0,1428681,WONDERS-Р97894,0.0,0.0,535109,0.0,False,0,0,0.0,295.0,,WONDERS-Р97894,False,Закончился,,0.0,False,0.0,Кубики 'Весёлая арифметика' или учимся считать Умные кубики. Цифры 12 шт,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000014350749,0.0,False,0,0.0,True,0,1435074,WONDERS-И559151-И55916,0.0,0.0,537474,0.0,False,0,0,0.0,530.0,,WONDERS-И559151-И55916,False,Закончился,,0.0,False,0.0,Маска для плавания детская краб и акула,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000014350756,0.0,False,0,0.0,True,0,1435075,WONDERS-И559151-И55915,0.0,0.0,537474,0.0,False,0,0,0.0,530.0,,WONDERS-И559151-И55915,False,Закончился,,0.0,False,0.0,Маска для плавания детская краб и акула,0,0,0.0,0
C,C,998,0.0,2.0,0.0,4606088007090,0.0,False,0,0.0,False,2,1435118,WONDERS-Р97893,0.0,0.0,537495,0.0,False,0,2,0.0,299.0,,WONDERS-Р97893,True,В продаже,,598.0,False,0.0,Кубики 'Азбука для самых маленьких' буквы русский алфавит умные кубики для детей,0,2,0.0,0
C,C,1000,0.0,0.0,0.0,1000014351807,0.0,False,0,0.0,True,0,1435180,WONDERS-И59661,0.0,0.0,537528,0.0,False,0,1,0.0,450.0,,WONDERS-И59661,False,Возврат,,0.0,False,0.0,Жилет для плавания детский 'Тропические приятели'  3-5 лет,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4895136022950,0.0,False,0,0.0,True,0,1435307,WONDERS-ВВ2430,0.0,0.0,537588,0.0,False,0,1,0.0,390.0,,WONDERS-ВВ2430,False,Возврат,,0.0,False,0.0,Набор игровой 'Играем в воде' Рыбки-колечки для ныряния Вondibon,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,6941057420288,0.0,False,0,0.0,True,0,1439576,WONDERS-И59266-БЕЛЫЙ,0.0,0.0,539193,0.0,False,0,0,0.0,380.0,,WONDERS-И59266-БЕЛЫЙ,False,Закончился,,0.0,False,0.0,Надувной круг 'Милые зверята' до 40кг от 8 лет 3 вида,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000014395771,0.0,False,0,0.0,True,0,1439577,WONDERS-И59266-НГОЛУБ,0.0,0.0,539193,0.0,False,0,0,0.0,380.0,,WONDERS-И59266-НГОЛУБ,False,Закончился,,0.0,False,0.0,Надувной круг 'Милые зверята' до 40кг от 8 лет 3 вида,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000014395788,0.0,False,0,0.0,True,0,1439578,WONDERS-И59266-РОЗОВ,0.0,0.0,539193,0.0,False,0,0,0.0,380.0,,WONDERS-И59266-РОЗОВ,False,Закончился,,0.0,False,0.0,Надувной круг 'Милые зверята' до 40кг от 8 лет 3 вида,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4602010594935,0.0,False,0,0.0,True,0,1439744,WONDERS-Н90159,0.0,0.0,539270,0.0,False,0,0,0.0,180.0,,WONDERS-Н90159,False,Закончился,,0.0,False,0.0,Раствор радужных мыльных пузырей баночка  240 мл,0,0,0.0,0
C,C,997,0.0,3.0,0.0,4670006852987,0.0,False,0,0.0,False,3,1440095,WONDERS-ББ504,0.0,0.0,539363,0.0,False,0,0,0.0,1426.0,,WONDERS-ББ504,True,В продаже,,4278.0,False,0.0,Бизиборд 'Часики' + времена года и дни недели,0,3,0.0,0
C,C,991,0.0,9.0,0.0,4670006855049,0.0,False,0,0.0,False,9,1440318,WONDERS-ШН1201-1201,0.0,0.0,539420,0.0,False,0,0,0.0,395.0,,WONDERS-ШН1201-1201,True,В продаже,,3555.0,False,0.0,Деревянная развивающая игрушка - шнуровка 'Ферма и Саванна',0,9,0.0,0
C,C,988,0.0,12.0,0.0,4670006855605,0.0,False,0,0.0,False,12,1440319,WONDERS-ШН1201-1202,0.0,0.0,539420,0.0,False,0,0,0.0,325.0,,WONDERS-ШН1201-1202,True,В продаже,,3900.0,False,0.0,Деревянная развивающая игрушка - шнуровка 'Ферма и Саванна',0,12,0.0,0
C,C,1000,0.0,0.0,0.0,4670006851317,0.0,False,0,0.0,True,0,1442322,WONDERS-ПЗЛ-БАГРОВ,0.0,0.0,540339,0.0,False,0,1,0.0,269.0,,WONDERS-ПЗЛ-БАГРОВ,False,В продаже,,0.0,False,0.0,Детские деревянные пазлы,0,0,0.0,0
C,C,986,0.017,14.683,0.0,4670006853656,0.0,False,0,0.0,False,14,1442323,WONDERS-ПЗЛ-БЕЖЕВ,0.0,0.0,540339,0.0,False,0,0,0.0,319.0,,WONDERS-ПЗЛ-БЕЖЕВ,False,В продаже,823.5,4466.0,False,0.0,Детские деревянные пазлы,0,14,881.0,0
C,C,997,0.0,3.0,0.0,4670006852802,0.0,False,0,0.0,False,3,1442324,WONDERS-ПЗЛ-БЕЛЫЙ,0.0,0.0,540339,0.0,False,0,0,0.0,319.0,,WONDERS-ПЗЛ-БЕЛЫЙ,True,В продаже,,957.0,False,0.0,Детские деревянные пазлы,0,3,0.0,0
C,C,991,0.0,9.0,0.0,4670006851294,0.0,False,0,0.0,False,9,1442325,WONDERS-ПЗЛ-ЖЕЛТ,0.0,0.0,540339,0.0,False,0,0,0.0,319.0,,WONDERS-ПЗЛ-ЖЕЛТ,True,В продаже,,2871.0,False,0.0,Детские деревянные пазлы,0,9,0.0,0
C,C,1000,0.0,0.0,0.0,4670006851287,0.0,False,0,0.0,True,0,1442326,WONDERS-ПЗЛ-КОРИЧН,0.0,0.0,540339,0.0,False,0,0,0.0,319.0,,WONDERS-ПЗЛ-КОРИЧН,False,В продаже,,0.0,False,0.0,Детские деревянные пазлы,0,0,0.0,0
C,C,1000,1.0,1.0,0.0,4670006852796,0.0,False,0,0.0,False,0,1442327,WONDERS-ПЗЛ-КРАСН,0.0,0.0,540339,0.0,False,0,0,0.0,319.0,,WONDERS-ПЗЛ-КРАСН,False,В продаже,0.0,0.0,True,0.0,Детские деревянные пазлы,0,0,1.0,0
C,C,997,0.0,3.0,0.0,4670006853663,0.0,False,0,0.0,False,3,1442328,WONDERS-ПЗЛ-МОРСК,0.0,0.0,540339,0.0,False,0,2,0.0,319.0,,WONDERS-ПЗЛ-МОРСК,True,В продаже,,957.0,False,0.0,Детские деревянные пазлы,0,3,0.0,0
C,C,1000,0.0,0.0,0.0,4670006851270,0.0,False,0,0.0,True,0,1442329,WONDERS-ПЗЛ-ОРАНЖ,0.0,0.0,540339,0.0,False,0,0,0.0,319.0,,WONDERS-ПЗЛ-ОРАНЖ,False,В продаже,,0.0,False,0.0,Детские деревянные пазлы,0,0,0.0,0
C,C,982,0.0,18.0,0.0,4670006852772,0.0,False,1,0.0,False,18,1442330,WONDERS-ПЗЛ-СЕРЕБРН,0.0,0.0,540339,0.0,False,0,0,0.0,319.0,,WONDERS-ПЗЛ-СЕРЕБРН,True,В продаже,,5742.0,False,0.0,Детские деревянные пазлы,0,18,0.0,0
C,C,994,0.0,6.0,0.0,4670006851263,0.0,False,0,0.0,False,6,1442331,WONDERS-ПЗЛ-СИНИЙ,0.0,0.0,540339,0.0,False,0,0,0.0,319.0,,WONDERS-ПЗЛ-СИНИЙ,True,В продаже,,1914.0,False,0.0,Детские деревянные пазлы,0,6,0.0,0
C,C,1000,0.0,0.0,0.0,1000016067539,0.0,False,0,0.0,True,0,1606753,WONDERS-ШН-ШБ16,0.0,0.0,604909,0.0,False,0,0,0.0,155.0,,WONDERS-ШН-ШБ16,False,Закончился,,0.0,False,0.0,Деревянная игрушка - шнуровка 4 вида,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4670006855452,0.0,False,0,0.0,True,0,1606754,WONDERS-ШН-ШН71,0.0,0.0,604909,0.0,False,0,0,0.0,155.0,,WONDERS-ШН-ШН71,False,Закончился,,0.0,False,0.0,Деревянная игрушка - шнуровка 4 вида,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4670006854851,0.0,False,0,0.0,True,0,1606755,WONDERS-ШН-ШМ03,0.0,0.0,604909,0.0,False,0,0,0.0,155.0,,WONDERS-ШН-ШМ03,False,Закончился,,0.0,False,0.0,Деревянная игрушка - шнуровка 4 вида,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000016067560,0.0,False,0,0.0,True,0,1606756,WONDERS-ШН-ШБ15,0.0,0.0,604909,0.0,False,0,0,0.0,155.0,,WONDERS-ШН-ШБ15,False,Закончился,,0.0,False,0.0,Деревянная игрушка - шнуровка 4 вида,0,0,0.0,0
C,C,998,0.0,2.0,0.0,4670006857197,0.0,False,0,0.0,False,2,1607454,WONDERS-ПР10,0.0,0.0,605138,0.0,False,0,1,0.0,405.0,,WONDERS-ПР10,True,В продаже,,810.0,False,0.0,Игры с прищепками 'Учим буквы' Алатойс,0,2,0.0,0
C,C,993,0.0,7.0,0.0,4670006856312,0.0,False,0,0.0,False,7,1608155,WONDERS-ПР07,0.0,0.0,605434,0.0,False,0,0,0.0,405.0,,WONDERS-ПР07,True,В продаже,,2835.0,False,0.0,Игры с прищепками 'Учим цифры',0,7,0.0,0
C,C,1000,0.0,0.0,0.0,4670006850815,0.0,False,0,0.0,True,0,1608484,WONDERS-К1610,0.0,0.0,605530,0.0,False,0,1,0.0,690.0,,WONDERS-К1610,False,Возврат,,0.0,False,0.0,Конструктор деревянный 'Городок' от Алатойс,0,0,0.0,0
C,C,991,0.0,9.0,0.0,4670006856626,0.0,False,0,0.0,False,9,1608570,WONDERS-ПЗЛ2501,0.0,0.0,605559,0.0,False,0,0,0.0,849.0,,WONDERS-ПЗЛ2501,True,В продаже,,7641.0,False,0.0,Деревянная развивающая игрушка - пазл 'Азбука' буквы русского алфавита,0,9,0.0,0
C,C,1000,0.0,0.0,0.0,4895136048677,0.0,False,0,0.0,True,0,1608671,WONDERS-ВВ4828,0.0,0.0,605590,0.0,False,0,1,0.0,450.0,,WONDERS-ВВ4828,False,Возврат,,0.0,False,0.0,Пазлы детские 'Кто чья мама?',0,0,0.0,0
C,C,996,0.0,4.0,0.0,4670006857210,0.0,False,0,0.0,False,4,1618343,WONDERS-ПР12,0.0,0.0,608800,0.0,False,0,1,0.0,409.5,,WONDERS-ПР12,True,В продаже,,1638.0,False,0.0,Игры с прищепками 'Весёлые зверята',0,4,0.0,0
C,C,998,0.0,2.0,0.0,4670006857142,0.0,False,0,0.0,False,2,1618440,WONDERS-ПЗЛ12,0.0,0.0,608831,0.0,False,0,1,0.0,426.79,,WONDERS-ПЗЛ12,True,В продаже,,853.58,False,0.0,Пазлы 'Кто что ест?' из дерева,0,2,0.0,0
C,C,1000,0.0,0.0,0.0,4670006854486,0.0,False,0,0.0,True,0,1618485,WONDERS-ШБ10,0.0,0.0,608842,0.0,False,0,0,0.0,190.0,,WONDERS-ШБ10,False,Закончился,,0.0,False,0.0,Деревянная игрушка - шнуровка 'Сыр',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4670006854899,0.0,False,0,0.0,True,0,1618519,WONDERS-ШН22,0.0,0.0,608858,0.0,False,0,0,0.0,230.0,,WONDERS-ШН22,False,Закончился,,0.0,False,0.0,Деревянная развивающая игрушка Шнуровка 'Груша',0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4895136020901,0.0,False,0,0.0,True,0,1793154,WONDERS-ВВ2227-ЖЕЛТ,0.0,0.0,672993,0.0,False,0,0,0.0,199.0,,WONDERS-ВВ2227-ЖЕЛТ,False,Закончился,,0.0,False,0.0,Конструктор 3D модель для раскрашивания с инерционным механизмом Bondibon,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000017931556,0.0,False,0,0.0,True,0,1793155,WONDERS-ВВ2227-ЗЕЛЕН,0.0,0.0,672993,0.0,False,0,0,0.0,199.0,,WONDERS-ВВ2227-ЗЕЛЕН,False,Закончился,,0.0,False,0.0,Конструктор 3D модель для раскрашивания с инерционным механизмом Bondibon,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4895136020949,0.0,False,0,0.0,True,0,1793156,WONDERS-ВВ2227-КРАСН,0.0,0.0,672993,0.0,False,0,0,0.0,199.0,,WONDERS-ВВ2227-КРАСН,False,Закончился,,0.0,False,0.0,Конструктор 3D модель для раскрашивания с инерционным механизмом Bondibon,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000017931570,0.0,False,0,0.0,True,0,1793157,WONDERS-ВВ2227-СИНИЙ,0.0,0.0,672993,0.0,False,0,1,0.0,199.0,,WONDERS-ВВ2227-СИНИЙ,False,Возврат,,0.0,False,0.0,Конструктор 3D модель для раскрашивания с инерционным механизмом Bondibon,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000017931808,0.0,False,0,0.0,True,0,1793180,WONDERS-ВВ2212-ЖЕЛТ,0.0,0.0,673006,0.0,False,0,0,0.0,190.0,,WONDERS-ВВ2212-ЖЕЛТ,False,Закончился,,0.0,False,0.0,Конструктор с инерционным механизмом гоночная машина экскаватор внедорожник,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000017931815,0.0,False,0,0.0,True,0,1793181,WONDERS-ВВ2212-КРАСН,0.0,0.0,673006,0.0,False,0,0,0.0,190.0,,WONDERS-ВВ2212-КРАСН,False,Закончился,,0.0,False,0.0,Конструктор с инерционным механизмом гоночная машина экскаватор внедорожник,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,1000017931822,0.0,False,0,0.0,True,0,1793182,WONDERS-ВВ2212-ОРАНЖ,0.0,0.0,673006,0.0,False,0,0,0.0,190.0,,WONDERS-ВВ2212-ОРАНЖ,False,Закончился,,0.0,False,0.0,Конструктор с инерционным механизмом гоночная машина экскаватор внедорожник,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4895136050595,0.0,False,0,0.0,True,0,1797001,WONDERS-ВВ4983,0.0,0.0,674440,0.0,False,0,0,0.0,849.0,,WONDERS-ВВ4983,False,Закончился,,0.0,False,0.0,Настольная игра 'Геоборд' двусторонний с 10 карточками сюжетами,0,0,0.0,0
C,C,982,0.0,18.0,0.0,4895136016003,0.0,False,0,0.0,False,18,1797476,WONDERS-ВВ1715-ЗОЛОТ,0.0,0.0,534876,0.0,False,0,1,0.0,179.1,,WONDERS-ВВ1715-ЗОЛОТ,True,В продаже,,3223.8,False,0.0,Раскраски-антистресс Bondibon в наборе 21 х 30 см А4,0,18,0.0,0
C,C,1000,0.0,0.0,0.0,4895136018694,0.0,False,0,0.0,True,0,1797477,WONDERS-ВВ1715-КАРМЛН,0.0,0.0,534876,0.0,False,0,0,0.0,199.0,,WONDERS-ВВ1715-КАРМЛН,False,В продаже,,0.0,False,0.0,Раскраски-антистресс Bondibon в наборе 21 х 30 см А4,0,0,0.0,0
C,C,947,0.017,53.433,0.0,1000017974782,0.0,False,0,0.0,False,53,1797478,WONDERS-ВВ1715-КОРАЛЛ,0.0,0.0,534876,0.0,False,0,0,0.0,99.0,,WONDERS-ВВ1715-КОРАЛЛ,False,В продаже,3117.6,5247.0,False,0.0,Раскраски-антистресс Bondibon в наборе 21 х 30 см А4,0,53,3206.0,0
C,C,961,0.0,39.0,0.0,4895136015983,0.0,False,0,0.0,False,39,1797479,WONDERS-ВВ1715-ОЛИВК,0.0,0.0,534876,0.0,False,0,0,0.0,179.1,,WONDERS-ВВ1715-ОЛИВК,True,В продаже,,6984.9,False,0.0,Раскраски-антистресс Bondibon в наборе 21 х 30 см А4,0,39,0.0,0
C,C,1000,0.0,0.0,0.0,4895136018700,0.0,False,0,0.0,True,0,1797480,WONDERS-ВВ1715-РОЗОВ,0.0,0.0,534876,0.0,False,0,2,0.0,199.0,,WONDERS-ВВ1715-РОЗОВ,False,В продаже,,0.0,False,0.0,Раскраски-антистресс Bondibon в наборе 21 х 30 см А4,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4602010414745,0.0,False,0,0.0,True,0,1819801,WONDERS-Б59911,0.0,0.0,683386,0.0,False,0,0,0.0,950.0,,WONDERS-Б59911,False,Закончился,,0.0,False,0.0,Музыкальный коврик 'Животный мир' с русским озвучиванием и полем для рисования,0,0,0.0,0
C,C,1000,0.0,0.0,0.0,4602010414738,0.0,False,1,0.0,True,0,1820141,WONDERS-Б59910,0.0,0.0,683510,0.0,False,0,0,0.0,799.0,,WONDERS-Б59910,False,Брак,,0.0,False,0.0,Музыкальный коврик 'Морские обитатели' с русским озвучиванием и полем для рисования,0,0,0.0,0
