rank,product_id,group,title,sold,price,active,rating
234,2547739,Опыты и наука,"Химические опыты, эксперименты. Полимерные червячки, Коралловый риф, Смешарики, Мимимишки",30,299.0,9,5.0
235,1969380,Прочее,"Компактные развивающие игры в дорогу для малышей ""Учимся считать, читать и писать""",30,549.0,0,5.0
236,1965154,Конструкторы,"Конструктор крупный для малышей ""Трактор"", ""Пожарная машина"", большие детали",30,1237.1,9,5.0
237,1813659,Магнитные игры и одевашки,"Магнитная игра Сказка Колобок ""В гостях у сказки""",30,349.0,0,0.0
238,1375303,Деревянные игрушки и шнуровки,Пирамидка деревянная развивающая игрушка для малышей,30,399.0,0,5.0
239,1185559,Творчество и рукоделие,"Набор для рисования Bondibon ""Художник светом"". Рисуй светом в темноте",30,750.0,0,4.0
240,949725,Прочее,"Планер на неделю. Доска маркерная двусторонняя на подвесе, с маркером",30,249.0,0,5.0
241,907518,Опыты и наука,"Открытка новогодняя своими руками светящаяся. Снеговичок, Ёлочка. Набор для опытов",30,199.0,0,5.0
242,800197,Настольные и карточные игры,"Игра-викторина ""Любимые сказки"" серия Умная Сова от Bondibon",30,799.0,0,5.0
243,673006,Конструкторы,"Конструктор с инерционным механизмом гоночная машина, экскаватор, внедорожник",30,190.0,0,0.0
244,507101,Деревянные игрушки и шнуровки,"Набор игрушек для купания ""Играем в воде"", рыбалка. Сачок и три рыбки",30,319.0,0,5.0
245,416628,Настольные и карточные игры,"Детское домино ""Животные""",30,420.0,2,0.0
246,13276,Пазлы,"Пазлы - вкладыши деревянные, фигуры",30,550.0,0,5.0
247,2280409,Прочее,"Кружка новогодняя, под роспись, ""Снеговик, Пингвины с красками""",29,399.0,2,5.0
248,2234041,Прочее,Слайм  с блестками разноцветный 19 см большой,29,299.0,0,5.0
249,2212965,Настольные и карточные игры,"Дубль, Дуббль, настольная детская игра Дабл Алфавит",29,399.0,21,0.0
250,1832503,Творчество и рукоделие,"Набор для шитья ""Мягкая игрушка своими руками"" Лисичка, Мишка, Зайчик",29,615.12,25,4.8
251,1010297,"Кубики, мозаика и пирамидки","Кубики детские с картинками , 6 штук  Герои Дисней ""Пушистые истории. Королевские питомцы""",29,230.0,1,5.0
252,49050,Прочее,Музыкальный инструмент Бубен,29,270.0,0,4.8
253,2793264,Прочее,Карнавальная шляпа - конус на Хэллоуин Ведьмочка / Ведьма,28,369.0,6,4.5
254,2427107,Мягкие игрушки и театр,"Сумка детская для девочки плюшевая с ручкой Единорог, Котёнок",28,444.11,2,5.0
255,2394570,Конструкторы,"Конструктор Динозавры ""Трицератопс и бронтозавр"", звуковые эффекты",28,990.0,2,5.0
256,2324757,Прочее,Декор Новогодний своими руками. Чайный домик. Зимний домик,28,690.0,0,5.0
257,417018,"Кубики, мозаика и пирамидки","Пирамидка ""Счёты""",28,390.0,0,4.0
258,348104,Прочее,"Набор для творчества Bondibon ""Ёлочные украшения"" (паровоз, снеговик, колокольчик, лошадка)",28,549.0,1,0.0
259,38902,Прочее,Компактные развивающие игры в дорогу САМЫЙ БЫСТРЫЙ от Bondibon,28,750.0,0,5.0
260,2761366,Пазлы,"Хэллоуин. Пазл Ужасно милые корги, Ведьма, Ведьмочка, 54 элемента",27,99.0,23,0.0
261,1024152,Прочее,"Счетный материал ""Палочки для счета"", 50 штук",27,185.0,3,0.0
262,972539,Настольные и карточные игры,Шпионская мафия,27,185.0,0,0.0
263,903450,Магнитные игры и одевашки,"Магнитики новогодние С Новым годом! Магниты Дед мороз, ёлочка, снегурочка, снежинки",27,265.0,0,5.0
264,903367,Книги и обучающие материалы,Логика с пеленок. Развивающая игра Пиши-Стирай,27,495.0,12,5.0
265,522626,Прочее,Надувной круг для плавания Big Animal 72*66см 3-6 лет,27,390.0,0,5.0
266,438427,Пазлы,"Пазлы детские деревянные  для малышей ""Животные "", 4 картинки в наборе",27,420.0,20,5.0
267,1008331,Прочее,Игра для детей Сорви башню (цветная)/ Падающая башня,26,612.0,7,5.0
268,234058,Настольные и карточные игры,Зубастый динозавр cо светом и звуком настольная игра BONDIBON,26,1305.0,6,3.7
269,38891,Прочее,Компактные развивающие игры в дорогу ЛОГИЧЕСКИЕ ИГРЫ Bondibon,26,620.0,0,0.0
270,2680595,Творчество и рукоделие,"Раскраска -книжка детская. Соник, Котёнок, Тигренок, Пони, Единорог, Чебурашка, Щенок",25,149.0,60,0.0
271,1009744,Магнитные игры и одевашки,"Шахматы, шашки, Словодел  3 игры в 1 Магнитные умные игры в дорогу",25,759.0,0,5.0
272,978469,Настольные и карточные игры,"Детская настольная командная игра ""Зловещая мафия""",25,185.0,0,0.0
273,965661,Деревянные игрушки и шнуровки,"Детский коврик ""Автодорога"" +2 деревянные машинки",25,890.0,0,5.0
274,901437,Книги и обучающие материалы,"Рисовалки, обводилки. 72 задания, 36 многоразовых карточек. Пиши-Стирай",25,495.0,0,0.0
275,424627,Деревянные игрушки и шнуровки,"Деревянная игрушка - шнуровка Изюм,  ""Три кота""",25,175.0,0,5.0
276,2377508,"Кубики, мозаика и пирамидки","Конструктор, кубики Синий трактор: Алфавит, 9 шт",24,390.0,16,5.0
277,932203,Настольные и карточные игры,"Карточная настольная игра ""Вампирская мафия""",24,245.0,1,0.0
278,925140,Настольные и карточные игры,Детское Деревянное лото Домашние и дикие животные,24,415.0,0,3.0
279,925125,Настольные и карточные игры,"Лото детское ""Овощи, фрукты, ягоды"" деревянное. Настольная детская игра",24,395.0,0,0.0
280,924332,Настольные и карточные игры,"Настольная развивающая игра для малышей ""Лото детское. Половинки""",24,380.0,0,5.0
281,512278,Прочее,Радужные мыльные пузыри,24,99.0,0,5.0
282,509533,Прочее,"Круг надувной Animal с разъемными концами, 3-6лет",24,350.0,0,0.0
283,457121,Прочее,"Лабиринт ""Рыбка""",24,472.5,1,5.0
284,424614,Книги и обучающие материалы,"Часики-сортер ""Три кота"", детские обучающие часы",24,681.59,3,5.0
285,419307,Деревянные игрушки и шнуровки,"Деревянный конструктор - каталка ""Полицейская машина""",24,380.0,0,5.0
286,129019,Прочее,"""Малыши считают"", компактные развивающие игры в дорогу от Bondibon",24,549.0,0,5.0
287,13313,Деревянные игрушки и шнуровки,"Шнуровка ""Запасливый Ёжик""",24,750.0,0,5.0
288,2671058,Творчество и рукоделие,"Аппликация стразами для детей. Мозаика Лиса, набор для творчества",23,359.0,2,5.0
289,925108,Настольные и карточные игры,"Деревянное лото Собирай-ка: овощи, фрукты, грибы, цветы",23,415.0,15,5.0
290,799192,Настольные и карточные игры,"Страны мира 2, Игра-викторина серия ""Умная Сова"" Bondibon",23,791.12,2,5.0
291,539270,Прочее,"Раствор радужных мыльных пузырей, баночка  240 мл",23,180.0,0,5.0
292,1613,Деревянные игрушки и шнуровки,"Деревянная игрушка ""Весёлый жирафик"" 3 в 1: счеты, арифметические кубики, лабиринт",23,1750.0,0,5.0
293,1612,Деревянные игрушки и шнуровки,"Деревянная игрушка ""Музыкальный жирафик"" 3 в 1: счеты, арифметические кубики, ксилофон",23,1750.0,0,5.0
294,2744709,Творчество и рукоделие,Раскраска для девочек. Моя мода. Стильные тренды. Гламурные питомцы,22,149.0,8,5.0
295,2327715,Конструкторы,"Конструктор для мальчиков- трансформер ""Динозавр"", 3 варианта сборки",22,1290.0,23,5.0
296,1603250,"Животные, фигурки и наборы",Прорезыватель / грызунок для малышей в виде животных,22,239.0,69,5.0
297,507123,Пазлы,"Пазл-сортер для малышей ""Кто где живет"", развивающая деревянная игрушка",22,454.09,7,4.5
298,456824,Пазлы,"Пазлы детские деревянные для малышей ""Животные"", 4 картинки в наборе",22,420.0,17,5.0
299,350952,Деревянные игрушки и шнуровки,"Игрушка каталка ""Шнуровка лошадка"", деревянная, на верёвочке",22,375.0,5,5.0
300,172503,Прочее,"Детская активная подвижная игра ""Твистер - Пицца""",22,441.0,2,5.0
301,2678173,Настольные и карточные игры,"Настольная игра Весёлые ребусы, 30 карт, 3+",21,269.0,19,0.0
302,2539433,Прочее,"Платочек / комфортер - шуршалка для малышей. Черно-белые картинки, 20*20 см",21,390.0,0,5.0
303,2077514,Творчество и рукоделие,"Доски для выжигания, 5 штук",21,439.12,15,5.0
304,494186,Деревянные игрушки и шнуровки,Деревянная игрушка - Сортер,21,480.0,0,5.0
305,418769,"Кубики, мозаика и пирамидки",Пирамидка - счеты,21,627.9,2,5.0
306,2673434,Прочее,"Абакус. Счёты по методике Ментальная арифметика, 15 рядов",20,499.0,0,0.0
307,2518364,Творчество и рукоделие,Книга Рисуем наклейками по номерам. Создай свой шедевр!,20,449.0,0,0.0
308,2201006,Настольные и карточные игры,"Детская настольная игра ""Что я делаю?"" из серии Кто я? и Где я нахожусь?",20,399.0,2,0.0
309,2071595,Книги и обучающие материалы,"Кубики детские с картинками ""Учим алфавит"" азбука пластмассовые",20,329.0,0,0.0
310,1832834,Настольные и карточные игры,"Развивающая настольная игра в слова ""Словодел"". Составь слово",20,329.0,0,0.0
311,1813929,Книги и обучающие материалы,"Развивающая игра для малышей на липучках : Кто где живет?, Изучаем цвета",20,749.0,1,5.0
312,1058698,Пазлы,Крупные мягкие пазлы для детей 24 элемента. Дисней. Королевские питомцы. Пазлы для девочек,20,164.0,0,5.0
313,1010191,Настольные и карточные игры,"Детское домино ""Транспорт"", серия Вaby Toys",20,355.0,0,5.0
314,977687,Настольные и карточные игры,"Детская настольная игра ""Пиратская мафия""",20,217.0,0,0.0
315,703417,Книги и обучающие материалы,"Книга раскрасок антистресс, 24 листа, 12 дизайнов",20,320.0,0,5.0
316,604909,Деревянные игрушки и шнуровки,"Деревянная игрушка - шнуровка, 4 вида",20,155.0,0,5.0
317,539420,Деревянные игрушки и шнуровки,"Деревянная развивающая игрушка - шнуровка ""Ферма и Саванна""",20,325.0,21,5.0
318,434783,Прочее,"Лабиринт ""Корова""",20,472.5,13,5.0
319,416668,Деревянные игрушки и шнуровки,Деревянная игрушка Сортер с шнурками,20,510.0,0,4.8
320,353251,Деревянные игрушки и шнуровки,Деревянная музыкальная игрушка для детей Ксилофон / Металлофон,20,801.0,2,0.0
321,309712,Деревянные игрушки и шнуровки,"Каталка "" Котик "" развивающая деревянная игрушка",20,285.0,0,0.0
322,309468,"Кубики, мозаика и пирамидки",Пирамидка Alatoys Счёты,20,599.0,0,4.5
323,304606,Прочее,"Игрушка погремушка Bondibon Baby You ""Сова"" с прорезывателями",20,370.0,0,5.0
324,257980,Книги и обучающие материалы,"Книга для купания и игр в ванной ""Кто моя мама?"", Bondibon",20,180.0,0,5.0
325,190890,Прочее,Грабельки 17см,20,11.0,0,5.0
326,91618,Прочее,Мозайка детская,20,160.0,0,4.0
327,13399,Деревянные игрушки и шнуровки,Губная деревянная гармошка,20,150.0,0,4.4
328,13241,Прочее,"Сортер для развития мелкой моторики, 2х2",20,395.0,0,5.0
329,10005,Прочее,"Сортер ""Логический слонёнок""",20,550.0,0,5.0
330,2767578,Прочее,"Гирлянда на ленте на Хэллоуин Happy Halloween, кошки -тыквы",19,199.0,1,0.0
331,1607133,Пазлы,"Пазлы детские ""Животные""",19,225.0,0,5.0
332,949646,Прочее,Планшет доска для рисования маркерно-меловой двусторонний с маркером,19,275.0,0,0.0
333,419514,Прочее,"Счетный материал ""Палочки для счета"" 50 деталей",19,235.0,0,0.0
334,419328,Пазлы,"Деревянная развивающая игрушка Пазл - вкладыш ""Сафари""",19,365.0,3,5.0
335,350909,Деревянные игрушки и шнуровки,"Игрушка-каталка ""Шнуровка Коровка"", деревянная, на верёвочке",19,375.0,11,5.0
336,172429,Настольные и карточные игры,"Футбол, Боулинг, Баскетбол"" Настольная семейная игра ""3в1""",19,1439.1,6,5.0
337,134375,Прочее,Вкладыши,19,120.0,0,3.0
338,38757,Прочее,"""Найди отличия!"" - компактная развивающая игра в дорогу Bondibon",19,620.0,0,5.0
339,12919,Прочее,Автовоз,19,800.0,0,5.0
340,10659,Деревянные игрушки и шнуровки,Деревянная пирамидка,19,199.0,0,4.5
341,2189,Прочее,"Новогодние чехлы на спинку стула, 2 штуки",19,200.0,0,4.5
342,2748091,Настольные и карточные игры,"Уно / UNO/ Настольная игра на реакцию и внимание UMO momento, 70 карт, 8+",18,349.0,12,0.0
343,2691711,Книги и обучающие материалы,"Книжка-шуршалка с погремушкой. Кто как говорит? Животные фермы, Зоопарк",18,690.0,0,0.0
344,2670927,Книги и обучающие материалы,"Книга развивающая для детей. Буквенные и математические лабиринты ( ребусы, логика)",18,99.0,4,5.0
345,2224214,Прочее,"Слайм с блестками, стекло, разноцветный, большой размер",18,259.0,0,5.0
346,2016878,Настольные и карточные игры,Настольная игра для детей Новогоднее МЕМО,18,239.0,0,0.0
347,1315962,Творчество и рукоделие,"Доски для выжигания ""Любимые праздники"", 10 шт в наборе",18,781.69,18,5.0
348,10328,Прочее,"Сортировочный бокс, 80 предметов",18,760.0,0,5.0
349,3064844,Мячи и активные игры,"Игрушка развивающая для купания в ванной. Мишка /Лягушка, 3 мячика в комплекте",17,449.1,3,5.0
350,2538844,Творчество и рукоделие,Книжка-раскраска для ванны Животные Африки по методике Гленна Домана,17,417.69,8,0.0
351,2378971,Пазлы,"Пазлы детские мягкие для малышей Транспорт, Животные",17,320.0,67,5.0
352,2330948,Мягкие игрушки и театр,"Рюкзак детский плюшевый Лисёнок, Кошечка, Котик, Единорог",17,549.0,22,0.0
353,2324726,Творчество и рукоделие,"Мягкая елочная игрушка из фетра, новогодние игрушки своими руками, 6 штук",17,499.0,24,5.0
354,1999407,Прочее,"Новогодняя ёлочка. Набор для творчества, 3D модель",17,229.0,3,5.0
355,977149,Настольные и карточные игры,"Настольная игра Денежка ""Играем в магазин. Покупаем всякую всячину""",17,409.2,26,0.0
356,938635,Магнитные игры и одевашки,"Магнитная игра, Мозаика детская на магните",17,400.5,2,5.0
357,172465,Настольные и карточные игры,"Настольная семейная игра ""Весёлые кольца""",17,810.0,0,0.0
358,38897,Прочее,Логические игры. Серия Компактные развивающие игры в дорогу,17,750.0,0,0.0
359,1640,Прочее,"Коврик для рисования ""Автобус"", 58х48 см",17,350.0,0,5.0
360,2976090,Прочее,"Кружка Новогодняя детская, сублимация, Холодное сердце, Микки Маус, Пони, керамика, 350 мл",16,419.0,98,5.0
361,1999473,Прочее,Ёлка новогодняя с игрушками. Дереявянная ёлочка для декора,16,711.0,10,5.0
362,1610616,Настольные и карточные игры,Настольная игра Крестики-нолики с деревянными фишками и полем,16,225.0,0,5.0
363,1010260,"Кубики, мозаика и пирамидки","Пластмассовые кубики ""Принцессы"" Disney, 6 штук",16,230.0,2,0.0
364,938755,Мягкие игрушки и театр,"Кукла-перчатка ""Единорог""",16,255.0,0,5.0
365,605559,Книги и обучающие материалы,"Деревянная развивающая игрушка - пазл ""Азбука"" буквы русского алфавита",16,849.0,9,5.0
366,419588,Деревянные игрушки и шнуровки,"Шнуровка ""Динозавр""",16,180.0,0,5.0
367,414790,Настольные и карточные игры,"Игра Мемори ""Автомобили"" развивающая детская деревянная игра Мемо",16,449.0,0,5.0
368,309197,Пазлы,"Пазл Коржик ""Три кота"" развивающая деревянная игрушка",16,210.0,0,5.0
369,258075,Деревянные игрушки и шнуровки,"Набор игровой Вondibon Играем в воде, РЫБАЛКА 6 рыбок",16,380.0,0,0.0
370,77700,"Кубики, мозаика и пирамидки",Пирамидка,16,300.0,0,5.0
371,39115,Прочее,Марионетки Куклы/Пираты/Динозавры - Набор для творчества  от BONDIBON.,16,220.0,0,5.0
372,37714,Прочее,Игровой набор для купания,16,390.0,0,5.0
373,9868,Прочее,"Игрушка-балансир ""Голубка""",16,599.0,0,5.0
374,2334363,Мягкие игрушки и театр,"Мягкая игрушка ""Акула""",15,584.1,15,5.0
375,1999475,"Животные, фигурки и наборы",Пальчиковый театр Животные,15,494.1,25,5.0
376,1009106,Книги и обучающие материалы,"Развивающая игра в дорогу пиши стирай ""Я рисую"" для рисования",15,469.0,0,5.0
377,1008255,Настольные и карточные игры,"Детская настольная игра ""Сорви башню"" или ""Падающая башня""",15,499.0,0,5.0
378,897689,Магнитные игры и одевашки,Зоопарк. Магнитные истории Всякая всячина,15,219.0,0,5.0
379,694142,Книги и обучающие материалы,Изучаем цвета и формы на липучках. Компактные развивающие игры в дорогу малышам,15,750.0,0,0.0
380,688940,Прочее,"Надувной круг с сидением модели для малышей ""My baby Float"" 67см 1-2 года",15,480.0,0,0.0
381,684903,Конструкторы,"Конструктор  ""Пожарная Служба"" Вертолет, Пожарная машина, Пожарный пост",15,285.0,0,5.0
382,683622,Прочее,"Надувной круг 91 см, от 9лет 3 цвета",15,490.0,0,5.0
383,605138,Прочее,"Игры с прищепками ""Учим буквы"" Алатойс",15,405.0,2,0.0
384,506842,Книги и обучающие материалы,"Книга для купания и игр в ванной, Курочка Ряба, 15х15 см",15,210.0,0,5.0
385,452353,Деревянные игрушки и шнуровки,"Деревянная игрушка - ""Шнуровка кеда""",15,408.03,2,5.0
386,424631,Деревянные игрушки и шнуровки,"Деревянная игрушка-шнуровка Нудик, ""Три кота""",15,135.0,0,0.0
387,424624,Деревянные игрушки и шнуровки,"Деревянная игрушка - шнуровка Шуруп, ""Три кота""",15,175.0,0,5.0
388,424620,Деревянные игрушки и шнуровки,"Деревянная игрушка-шнуровка Горчица, ""Три кота""",15,175.0,0,5.0
389,419365,Деревянные игрушки и шнуровки,"Шнуровка ""Кролик Ребекка"" Алатойс",15,150.0,0,0.0
390,304814,Прочее,Набор игрушек для купания Bondibon Baby You 7 предметов с крокодилом,15,345.0,0,4.5
391,122522,Прочее,Набор погремушек Bondibon Baby You Гантельки 2 шт.,15,199.0,0,5.0
392,112280,"Кубики, мозаика и пирамидки",Пирамидка Животные,15,550.0,0,5.0
393,107069,"Животные, фигурки и наборы",Геометрические фигуры - развивающие игрушки Монтессори,15,150.0,0,5.0
394,77988,Прочее,Cчетные палочки цветные 100 шт,15,100.0,0,5.0
395,36210,Прочее,Игра Дженга / Падающая башня,15,510.0,0,0.0
396,31655,Прочее,Игрушка для развития моторики Серпантинка,15,850.0,0,5.0
397,2185,Прочее,"Новогодние декоративные наволочки, 45х45 см",15,199.0,0,0.0
398,2694925,Книги и обучающие материалы,Нейропсихологический набор. Развивающие карточки для детей,14,290.0,6,0.0
399,2409477,"Кубики, мозаика и пирамидки",Мягкие кубики для малышей Собери картинку. Алфавит. Мякиши,14,890.0,1,0.0
400,2336930,"Животные, фигурки и наборы","Конструктор робот «Полицейский транспорт», 6 видов",14,399.0,16,0.0
401,2334426,Конструкторы,"Конструктор блочный, для девочек",14,549.0,15,5.0
402,1832639,"Кубики, мозаика и пирамидки","Мозаика детская напольная с крупными фишками, Развивающая игрушка",14,408.59,16,0.0
403,1197721,Настольные и карточные игры,"Лото для детей ""Методика Сегена""",14,499.0,0,0.0
404,1031028,Магнитные игры и одевашки,Магнитная игра Арифметика с заданиями. Набор магнитных цифр Учимся считать,14,456.0,0,0.0
405,1009646,"Кубики, мозаика и пирамидки",Кубики с английским алфавитом ABC,14,325.0,16,0.0
406,897699,Магнитные игры и одевашки,"Игра ""Магнитные истории. Всякая всячина. Зоопарк"", 6 зверей",14,219.0,1,0.0
407,683697,Конструкторы,"Конструктор Стройка: экскаватор, кран",14,468.0,1,5.0
408,453833,Деревянные игрушки и шнуровки,"Деревянная игрушка Сортер, 15 х 15 см",14,454.09,3,0.0
409,419229,Конструкторы,"Конструктор - каталка ""Пожарная машина""",14,690.0,0,5.0
410,350936,Деревянные игрушки и шнуровки,Каталка Лев деревянная развивающая игрушка шнуровка 2в1,14,375.0,0,0.0
411,258084,Прочее,"Набор игрушек для купания Bondibon Baby You ""Стаканчики с лейкой-китом""",14,290.0,0,5.0
412,70281,Деревянные игрушки и шнуровки,"Деревянная пирамидка, 21 см",14,10.0,0,4.3
413,1965188,"Животные, фигурки и наборы","Конструктор  ""Железная дорога"", Транспорт, Поезд",13,801.0,7,4.0
414,608800,"Животные, фигурки и наборы","Игры с прищепками ""Весёлые зверята""",13,409.5,4,0.0
415,419317,Пазлы,"Деревянная игрушка, пазл-вкладыш ""Ферма""",13,355.0,7,5.0
416,419199,"Кубики, мозаика и пирамидки","Пирамидка детская Алатойс ""Счёты"", учимся считать",13,531.0,9,5.0
417,2204,Прочее,Новогодняя сумка для подарков,13,130.0,0,5.0
418,1798,Прочее,"Новогодняя скатерть, 132 х 208 см",13,650.0,0,4.5
419,4103708,Прочее,Кошелёк детский. Монетница. Котята,12,199.0,12,0.0
420,3064910,Прочее,"Сумка детская для девочки ""Лисичка"", на клапане",12,381.81,38,5.0
421,1606961,Деревянные игрушки и шнуровки,"Игрушка развивающая ""Геоборд"", деревянная",12,875.0,0,0.0
422,1266595,Книги и обучающие материалы,"Эмоции, развивающая игра для малышей, пластик на липучках",12,699.0,3,5.0
423,1248134,Пазлы,Пазл для заполнения. Чистый пустой пазл,12,210.0,3,0.0
424,1092264,"Животные, фигурки и наборы",Коврик детский Автодорога +1 машинка,12,756.5,3,0.0
425,871312,Прочее,"Игрушка ""Утенок на колесиках""",12,142.0,0,4.0
426,869182,Конструкторы,Конструктор Sluban Builder mini,12,85.0,0,0.0
427,693665,Творчество и рукоделие,"Водная многоразовая раскраска с трафаретами для рисования Коврик ""Весёлый счёт"", 2 ручки",12,674.1,2,0.0
428,684925,Творчество и рукоделие,"Коврик-водная многоразовая раскраска для рисования, 35 х 50 см",12,599.0,0,0.0
429,447131,Прочее,"Сортер - тетрис ""Логический квадрат""",12,450.0,0,5.0
430,50192,Конструкторы,Яйцо с конструктором Динозавры,12,190.0,0,5.0
431,50191,Конструкторы,Яйцо с конструктором Монстры,12,190.0,0,5.0
432,2188,Прочее,"Рождественский носок, 45 см",12,350.0,0,5.0
433,1807,Прочее,Новогодние чехлы для столовых приборов,12,35.0,0,0.0
434,253,Прочее,"Игрушка-стучалка ""Лягушонок Леон""",12,550.0,0,5.0
435,2394719,Конструкторы,Конструктор Синий трактор,11,349.0,9,5.0
436,1031416,Настольные и карточные игры,"Настольная детская развивающая игра ""Смелые зайцы"" Серия Baby Toys Gаmes",11,468.0,0,5.0
437,925180,Настольные и карточные игры,Детская настольная игра Лото для малышей. Животные,11,625.0,0,5.0
438,903648,Творчество и рукоделие,"Набор для вышивания Дед Мороз, Вышивка крестиком, Новогодняя",11,249.0,19,0.0
439,418604,"Кубики, мозаика и пирамидки",Пирамидка Ступеньки 10 деталей,11,900.9,4,0.0
440,234369,Настольные и карточные игры,"Игра бродилка ходилка ""Путешествие по сказке"" Красная шапочка, Колобок, Теремок",11,274.0,0,5.0
441,110318,Прочее,Набор для рисования,11,400.0,0,0.0
442,38040,Прочее,Доска-вкладыши,11,230.0,0,5.0
443,13242,Деревянные игрушки и шнуровки,"Деревянный сортер ""Тетрис"" - Собери квадрат",11,400.0,0,5.0
444,2158,Прочее,"Подсвечник ""Фонарь на держателе"", 21 см",11,330.0,0,5.0
445,2051,"Животные, фигурки и наборы","Игрушка-вкладыши ""Животные""",11,199.0,0,5.0
446,2677928,Настольные и карточные игры,"Настольная игра для детей Умножаем на раз-два, Учим таблица умножения",10,399.0,0,5.0
447,2670935,Творчество и рукоделие,"Нейропсихологический набор пиши-стирай Рисуй двумя руками. Шаг 1, 20 карт, Маша и Медведь",10,390.0,10,5.0
448,2448668,"Животные, фигурки и наборы",Набор для рисования на воде Эбру серия Magic ART (с фигурками),10,890.0,0,0.0
449,2326576,Конструкторы,"Конструктор блочный ""Кафе-кондитерская""",10,890.0,14,5.0
450,2209241,Настольные и карточные игры,Словесный батл. Составь слово. Настольная игра в слова,10,599.0,0,0.0
451,2209183,Настольные и карточные игры,"Настольная игра для большой компании, Sketch ""Батл Челлендж"" на опознавание слов",10,599.0,0,5.0
452,1965306,Творчество и рукоделие,"Набор для творчества Вырезай-ка ""Аппликация. Учимся вырезать""",10,269.0,0,0.0
453,1815084,Книги и обучающие материалы,"Развивающая игра на липучках: ""Кто что ест?"", изучаем фигуры",10,649.0,18,0.0
454,1501932,Деревянные игрушки и шнуровки,"Игра головоломка деревянная ""Танграм"" цветная",10,299.0,0,5.0
455,1501919,Деревянные игрушки и шнуровки,"Игра головоломка деревянная ""Танграм""",10,299.0,0,5.0
456,1208583,Прочее,Календарь. Семейный планер на 2022 год,10,480.0,0,5.0
457,1030892,Магнитные игры и одевашки,Магнитная игра Арифметика с заданиями европодвес,10,256.0,0,0.0
458,1009494,Книги и обучающие материалы,"Судоку 8+, Игры в дорогу",10,456.0,0,5.0
459,1009455,Книги и обучающие материалы,"Логические игры для детей. ""Логикум"". Игры в дорогу",10,456.0,0,0.0
460,1009202,Прочее,"Логические игры в дорогу. Тактик-Турнир, 8+",10,456.0,0,4.0
461,949794,Прочее,Планшет маркерно-меловой двусторонний,10,215.0,0,5.0
462,949713,Прочее,"Доска маркерная двусторонняя ""Чек-Лист""",10,249.0,0,0.0
463,949689,Прочее,Доска маркерная двусторонняя + маркер стирающийся. Расписание,10,249.0,0,0.0
464,907397,Творчество и рукоделие,Елочка. Набор для вышивки новогодний (блистер),10,145.0,0,0.0
465,903558,Настольные и карточные игры,Pizza Party. Кто быстрее приготовит пиццу? Настольная игра,10,750.0,0,0.0
466,901629,Книги и обучающие материалы,"Ребусы, кроссворды. Развивающая игра Пиши-Стирай",10,430.65,4,0.0
467,899320,Пазлы,Контурные пазлы Обитатели моря. Первые пазлы малыша,10,355.0,10,0.0
468,868850,Книги и обучающие материалы,Головоломка змейка,10,120.0,0,0.0
469,844757,Деревянные игрушки и шнуровки,"Бизиборд деревянный ""Часы-календарь"", обучающий",10,750.0,0,0.0
470,711573,Деревянные игрушки и шнуровки,"Пазл, рыбалка, конструктор. Деревянная игра 3в1",10,1215.0,18,5.0
471,693644,Прочее,Детский коврик для рисования - коврик для детей 39 х 29 см + 2 ручки,10,549.0,0,0.0
472,674440,Настольные и карточные игры,"Настольная игра ""Геоборд"" двусторонний с 10 карточками сюжетами",10,849.0,0,0.0
473,608842,Деревянные игрушки и шнуровки,"Деревянная игрушка - шнуровка ""Сыр""",10,190.0,0,0.0
474,605590,Пазлы,"Пазлы детские ""Кто чья мама?""",10,450.0,0,0.0
475,535109,"Кубики, мозаика и пирамидки","Кубики ""Весёлая арифметика"" или учимся считать, Умные кубики. Цифры, 12 шт",10,255.0,0,0.0
476,512391,Прочее,"Набор для создания аксессуаров из бусин, пластик",10,280.0,0,5.0
477,510143,Прочее,"Мыльные пузыри ""Волшебные пузырьки""",10,180.0,0,4.0
478,494154,Деревянные игрушки и шнуровки,Деревянная игрушка- Шнуровка Бабочка,10,110.0,0,0.0
479,488061,Деревянные игрушки и шнуровки,Шнуровка Паровоз,10,110.0,0,0.0
480,456703,Прочее,"Набор прищепок ""Учимся считать""",10,160.0,0,5.0
481,416650,Прочее,Сортер Шарики,10,441.0,10,0.0
482,416614,Настольные и карточные игры,"Детское домино ""Фрукты-овощи""",10,420.0,21,5.0
483,352738,Деревянные игрушки и шнуровки,Деревянный сортер 21 - Алатойс,10,590.0,0,0.0
484,322908,Пазлы,"Набор деревянных Пазлов ""Животные""",10,299.0,0,0.0
485,322639,"Животные, фигурки и наборы",Сортер Дроби-фигуры,10,390.0,0,5.0
486,322236,Прочее,Сортер Алатойс,10,499.0,0,0.0
487,309622,Деревянные игрушки и шнуровки,"Шнуровка ""Яблоко"" развивающая деревянная игрушка",10,200.0,0,0.0
488,309195,Пазлы,"Пазл Компот ""Три кота""  развивающая деревянная игрушка",10,210.0,0,0.0
489,304383,Прочее,"Набор погремушек Bondibon Baby You ""Мороженое, Кот"" 2 шт.",10,190.0,0,5.0
490,304361,Прочее,"Набор погремушек Bondibon Baby You ""Бабочка, Овечка"" 2 шт.",10,190.0,0,5.0
491,190717,Прочее,Набор для песка Disney «Винни и его друзья» Полесье,10,150.0,0,5.0
